"query_root_id","query_text","query_intent","rank","doc_root_id","doc_text","doc_response","doc_response_type","doc_intent","score","grade","notes"
"580725","@GWRHelp purchased advance MAI to Bath Spa via RDG. 10:31 to RDG. cancelled. I complete my part of the contract in good faith, keep up yours please. Will be claiming refund as matter of principle. Shocking service.","refund_request","1","1085021","@GWRHelp you canceled the 10:42 Melksham to Bath train can I have my money back please","@375945 Hi Haz, apologies for the delayed response and difficulty on your journeys today - Which service from Trowbrigde was cancelled please? Phil.","resolution","refund_request","0.2107874358345676","2",""
"580725","@GWRHelp purchased advance MAI to Bath Spa via RDG. 10:31 to RDG. cancelled. I complete my part of the contract in good faith, keep up yours please. Will be claiming refund as matter of principle. Shocking service.","refund_request","2","1121090","Hi @GWRHelp is it true your short of trains as you keep cancelling the 6:10 from swindon and turning into the 6:40 to Cheltenham?","@145459 Hi there. No this isn't true. This service was cancelled due to a broken down train earlier this morning. Rach","resolution","service_disruption","0.1584029425792998","0",""
"580725","@GWRHelp purchased advance MAI to Bath Spa via RDG. 10:31 to RDG. cancelled. I complete my part of the contract in good faith, keep up yours please. Will be claiming refund as matter of principle. Shocking service.","refund_request","3","443924","@GWRHelp I was sitting on the RDG-TLH train and you suddenly decide to cancel it as you “can’t find the driver”? What’s going on? How can it be acceptable to make us all wait a further 30 mins for the next service?","@220166 Apologies Claire, this train has been cancelled because of a shortage of train crew. The next available is the 2157. Phil.","resolution","service_disruption","0.1343718402025207","1",""
"580725","@GWRHelp purchased advance MAI to Bath Spa via RDG. 10:31 to RDG. cancelled. I complete my part of the contract in good faith, keep up yours please. Will be claiming refund as matter of principle. Shocking service.","refund_request","4","673709","@120244 @GWRHelp @nationalrailenq Can anything be done about the timing of the 08:27 NWP-CDF in future timetables so it doesn't spend 5 mins waiting for a CDF platform &amp; then get overtaken by the train running 5 mins behind it?","@142390 @120244 @nationalrailenq Hi Nicky. The timetable can be quite complicated as timings for the entire route need to be taken into consideration. I will make sure your feedback is recorded for reporting. Lewis","informational","timetable_info","0.1157494060188751","0",""
"580725","@GWRHelp purchased advance MAI to Bath Spa via RDG. 10:31 to RDG. cancelled. I complete my part of the contract in good faith, keep up yours please. Will be claiming refund as matter of principle. Shocking service.","refund_request","5","2731603","@GWRHelp What is going on with 16.49 from BRI to AVF? NR website suggests it is cancelled as well as running as normal!? Please advise. Also, can we have 3 carriages please?","@132693 Hi Ed. The original service has been cancelled but we have a train in place that will run between Bristol Temple Meads and Weymouth so the 1649 from BRI to AVF will run. Natalie","resolution","service_disruption","0.0925551976884374","1",""
"1320194","Hi @GWRHelp coach B seems to be missing from 9:45 to Bristol parkway. Quite a shame as I - and a fair few others - have seats booked on it!","seat_reservation","1","1844212","@GWRHelp Have seats for Newport SW to Bristol TM on Dec 24th (return Dec 27th) been released yet? Website states 'no more seats available'.","@350768 Seat reservations will be released. Our reservations are updated every Friday, you can check back with us then. - Jordan","informational","booking_issue","0.2381216841933474","1",""
"1320194","Hi @GWRHelp coach B seems to be missing from 9:45 to Bristol parkway. Quite a shame as I - and a fair few others - have seats booked on it!","seat_reservation","2","1121090","Hi @GWRHelp is it true your short of trains as you keep cancelling the 6:10 from swindon and turning into the 6:40 to Cheltenham?","@145459 Hi there. No this isn't true. This service was cancelled due to a broken down train earlier this morning. Rach","resolution","service_disruption","0.1132008620742542","0",""
"1320194","Hi @GWRHelp coach B seems to be missing from 9:45 to Bristol parkway. Quite a shame as I - and a fair few others - have seats booked on it!","seat_reservation","3","2961832","@GWRHelp have collected tickets for tomorrow from newton abbot to reading and it has only printed one ticket and 2 seat reservations plus receipt. Open ticket for 7.32 missing. Help!","@620297 Normally this needs to raised at the station at the time. Staff can then check the machine. Do you have a booking reference I can check please? Lewis","informational","seat_reservation","0.1130731654057058","2",""
"1320194","Hi @GWRHelp coach B seems to be missing from 9:45 to Bristol parkway. Quite a shame as I - and a fair few others - have seats booked on it!","seat_reservation","4","2731603","@GWRHelp What is going on with 16.49 from BRI to AVF? NR website suggests it is cancelled as well as running as normal!? Please advise. Also, can we have 3 carriages please?","@132693 Hi Ed. The original service has been cancelled but we have a train in place that will run between Bristol Temple Meads and Weymouth so the 1649 from BRI to AVF will run. Natalie","resolution","service_disruption","0.1091369047586236","0",""
"1320194","Hi @GWRHelp coach B seems to be missing from 9:45 to Bristol parkway. Quite a shame as I - and a fair few others - have seats booked on it!","seat_reservation","5","443924","@GWRHelp I was sitting on the RDG-TLH train and you suddenly decide to cancel it as you “can’t find the driver”? What’s going on? How can it be acceptable to make us all wait a further 30 mins for the next service?","@220166 Apologies Claire, this train has been cancelled because of a shortage of train crew. The next available is the 2157. Phil.","resolution","service_disruption","0.1047810033509703","0",""
"2703317","Thanks @GWRHelp for diverting the London - Swansea journey without warning meaning I’ve missed my connection which is the last of the day. Just what I wanted 👍🏼👍🏼👍🏼","delay_compensation","1","2672132","@GWRHelp just got in on delayed train &amp; missed my connection. Had to buy another ticket @ £51.20. You guys are paying for that right?","@752379 Normally when this happens you just need to get the original ticket endorsed by staff to travel later. 1/2","informational","delay_compensation","0.2246819322982038","2",""
"2703317","Thanks @GWRHelp for diverting the London - Swansea journey without warning meaning I’ve missed my connection which is the last of the day. Just what I wanted 👍🏼👍🏼👍🏼","delay_compensation","2","853507","@GWRHelp Second day in a row you've cancelled the 17:06 from PAD. Marvellous. What is tonight's excuse please?","@295448 Hi Jonathon. Apologies for this. The service has been cancelled due to more trains than usual needing repairs at the same time. 
- Josh","resolution","service_disruption","0.1226528838157597","0",""
"2703317","Thanks @GWRHelp for diverting the London - Swansea journey without warning meaning I’ve missed my connection which is the last of the day. Just what I wanted 👍🏼👍🏼👍🏼","delay_compensation","3","2147848","'@GWRHelp Just wanted to commend the clean portable conveniences at Castle Cary. Possibly the best I've ever used. If I lived opposite, I'd consider using them over my own. I might even take residence. I'm not even being sarcastic, they are just great #toilets. #gwr #trains #clc","@395981 Hi Daniel. I'll make sure your praise gets passed to the Station Team. Lewis","informational","praise_or_chatter","0.1091400762724355","0",""
"2703317","Thanks @GWRHelp for diverting the London - Swansea journey without warning meaning I’ve missed my connection which is the last of the day. Just what I wanted 👍🏼👍🏼👍🏼","delay_compensation","4","1884635","@GWRHelp Hi, is the 0849 GCR to PAD running this morning?","@562328 I'm afraid it has been cancelled - Apologies. 0842 runs to Bristol Parkway, where you can board 0932 to Paddington arriving 1059. Phil.","resolution","timetable_info","0.0973474051480963","1",""
"2703317","Thanks @GWRHelp for diverting the London - Swansea journey without warning meaning I’ve missed my connection which is the last of the day. Just what I wanted 👍🏼👍🏼👍🏼","delay_compensation","5","583437","@GWRHelp is the 13.41 from Reading station to Sheffield cancelled??","@257610 Hi Georgie. This a @121428 service, it looks like it has been cancelled. Rachel","resolution","service_disruption","0.096409012814353","1",""
"1461283","@GWRHelp I hope you guys can help me I just got off the train to Penzance at reading station and I stupidly left my bag in the luggage eat. It say Hampton court flower show 2017, has my shoes and cardigan in it. If you can retrieve this please let me know how I can get it back?","lost_property","1","2747972","@GWRHelp Your web site is still broken, I can't book tickets! How can something so fundamental get bust in the first place and why has it taken you &gt; 1 day to fix it?","@265107 Hi Luke. Sorry to hear this. Can you please try clearing your cache &amp; cookies and try another browser?
 Let me know if that helps. Rach","informational","booking_issue","0.1956999054250277","0",""
"1461283","@GWRHelp I hope you guys can help me I just got off the train to Penzance at reading station and I stupidly left my bag in the luggage eat. It say Hampton court flower show 2017, has my shoes and cardigan in it. If you can retrieve this please let me know how I can get it back?","lost_property","2","2672132","@GWRHelp just got in on delayed train &amp; missed my connection. Had to buy another ticket @ £51.20. You guys are paying for that right?","@752379 Normally when this happens you just need to get the original ticket endorsed by staff to travel later. 1/2","informational","delay_compensation","0.1836568930545597","0",""
"1461283","@GWRHelp I hope you guys can help me I just got off the train to Penzance at reading station and I stupidly left my bag in the luggage eat. It say Hampton court flower show 2017, has my shoes and cardigan in it. If you can retrieve this please let me know how I can get it back?","lost_property","3","755688","The new @GWRHelp website is absolutely useless! Won't let me pay for a sleeper cabin without reserving a seat that it won't let me reserve?!","@300627 Can you please try clearing your cookies and cache or using a different browser and see if this makes a difference? Rach","informational","booking_issue","0.1705413426565739","0",""
"1461283","@GWRHelp I hope you guys can help me I just got off the train to Penzance at reading station and I stupidly left my bag in the luggage eat. It say Hampton court flower show 2017, has my shoes and cardigan in it. If you can retrieve this please let me know how I can get it back?","lost_property","4","1011749","@GWRHelp why did the 19:05 from bristol to london get cancelled? can i get my money back?","@359386 Hi Noah. Sorry for this. It was cancelled due to a shortage of drivers I'm afraid. Lewis","resolution","refund_request","0.1624375797114362","0",""
"1461283","@GWRHelp I hope you guys can help me I just got off the train to Penzance at reading station and I stupidly left my bag in the luggage eat. It say Hampton court flower show 2017, has my shoes and cardigan in it. If you can retrieve this please let me know how I can get it back?","lost_property","5","443924","@GWRHelp I was sitting on the RDG-TLH train and you suddenly decide to cancel it as you “can’t find the driver”? What’s going on? How can it be acceptable to make us all wait a further 30 mins for the next service?","@220166 Apologies Claire, this train has been cancelled because of a shortage of train crew. The next available is the 2157. Phil.","resolution","service_disruption","0.1470679138861515","0",""
"43978","@GWRHelp how come I only receive a £10.50 refund when the engineering works were unplanned last month that's hardly fair","refund_request","1","2812223","@GWRHelp YAY! 07:51 Train cancelled. And what I love is when you're waiting for the 07:51 from Burnham and a train goes speeding through!!!","@120655 Hi. Sorry for the cancellation. This was due to a train fault. We do always look at the possibility of arranging additional stops when this happens but it isn't always possible I'm afraid. Lewis","informational","service_disruption","0.0925529481397226","0",""
"43978","@GWRHelp how come I only receive a £10.50 refund when the engineering works were unplanned last month that's hardly fair","refund_request","2","1085021","@GWRHelp you canceled the 10:42 Melksham to Bath train can I have my money back please","@375945 Hi Haz, apologies for the delayed response and difficulty on your journeys today - Which service from Trowbrigde was cancelled please? Phil.","resolution","refund_request","0.0909181006888041","2",""
"43978","@GWRHelp how come I only receive a £10.50 refund when the engineering works were unplanned last month that's hardly fair","refund_request","3","1121090","Hi @GWRHelp is it true your short of trains as you keep cancelling the 6:10 from swindon and turning into the 6:40 to Cheltenham?","@145459 Hi there. No this isn't true. This service was cancelled due to a broken down train earlier this morning. Rach","resolution","service_disruption","0.0803406569600938","0",""
"43978","@GWRHelp how come I only receive a £10.50 refund when the engineering works were unplanned last month that's hardly fair","refund_request","4","2174311","@GWRHelp What platform do I need for the 15.44 from bristol temple Meads to Plymouth on friday 10/11/2017","@637525 Hello Janet. This is due to depart Platform 12 from Bristol Temple Meads. Please check the departure screen when you arrive. - Jordan","informational","timetable_info","0.0785931835323528","0",""
"43978","@GWRHelp how come I only receive a £10.50 refund when the engineering works were unplanned last month that's hardly fair","refund_request","5","2306957","@GWRHelp hi, I'm on the delayed train to Plymouth plz could you pass on how amazing the lady working on this service is, going out of her","@669241 Thanks Ruby. We will make sure your kind words are passed on - Josh","informational","praise_or_chatter","0.071559220781824","0",""
"1570667","Cannot quite believe that I’m being forced to proceed with legal action to get a failed refund from @GWRHelp, terrible customer service","refund_request","1","605222","@GWRHelp why do I constantly find Theale car park full? Forced to park 0.5 miles away. Station master says it’s used by Amazon staff for adjacent depot. @AmazonHelp","@263852 @AmazonHelp Hi Tony. Sorry for this. I'll make sure your feedback is recorded for reporting. Lewis","informational","other","0.1161471110174372","0",""
"1570667","Cannot quite believe that I’m being forced to proceed with legal action to get a failed refund from @GWRHelp, terrible customer service","refund_request","2","1011749","@GWRHelp why did the 19:05 from bristol to london get cancelled? can i get my money back?","@359386 Hi Noah. Sorry for this. It was cancelled due to a shortage of drivers I'm afraid. Lewis","resolution","refund_request","0.1066287647854113","1",""
"1570667","Cannot quite believe that I’m being forced to proceed with legal action to get a failed refund from @GWRHelp, terrible customer service","refund_request","3","2494213","Why did you not hold the Swindon train at Westbury for one minute for the delayed Cardiff central train to get in? I’ll now be 1 hour late @GWRHelp","@245634 No, not at all. We are certainly not where we'd like to be. Our aim is to respond within 20 days and our Customer Support team are working hard to do this. Natalie","informational","delay_compensation","0.0986463868895337","1",""
"1570667","Cannot quite believe that I’m being forced to proceed with legal action to get a failed refund from @GWRHelp, terrible customer service","refund_request","4","1372247","@GWRHelp guard on the 15.32 North Camp to Redhill. Brilliant service 👏👏","@439367 Hi Jeff. Really glad to hear this. I will make sure this is passed on - Josh","informational","praise_or_chatter","0.0679831512395581","0",""
"1570667","Cannot quite believe that I’m being forced to proceed with legal action to get a failed refund from @GWRHelp, terrible customer service","refund_request","5","1638291","Pay so much money for trains and @GWRHelp don't bother with reservations and put a 2 coach train from Cardiff to Portsmouth. Fab👍","@500987 Glad you've got a seat. When this happens there should be an announcement. I'll make sure this gets recorded for reporting. Lewis","informational","seat_reservation","0.0633110144867091","0",""
