root_id,customer_text,intent,confidence,notes
113691,"@GWRHelp 19.15 Paddington to Swansea so oversubscribed 80+ years woman can’t get to her seat, shameful 1st class space!!!! #cattle",on_board_issue,,
1567753,Hi @GWRHelp - have you ever managed to run a train from Worcester to London without significant delays?!,delay_compensation,,
2741349,@GWRHelp 1709 to Reading from Guildford- what’s the problem?,service_disruption,,
1953917,Heads up that every Sunday the PM services Westbury-LDN are overbooked and overpriced. No seats/loos/food due to overcrowding. @gwrhelp,on_board_issue,,
1936072,G8 to have the @GWRHelp  experience on my lst trip for a while (I hope). Cncl 8 car and everyone on 2 car 21:56 to Exeter. I WONT miss you!,service_disruption,,
2228519,@GWRHelp on a new hitachi train a nice surprise,praise_or_chatter,,
894717,@GWRHelp taxi from Worcester to Oxford now has flat tyre a mile from Kingham station. Seriously unhappy. Still need to get to London,other,,
1227520,"@GWRHelp Evening, can you advise when advance tickets for 3/12 and 17/12 TAU to PAD will go on sale? Thank you",booking_issue,,
545816,@GWRHelp 1A88 today coach E S£&amp;T over toilet floor coach D toilet full of S£&amp;T dose not flush Coach D seriously bad wheel flat 🤕,on_board_issue,,
25122,@GWRHelp have I missed the window for cheap Plymouth to Paddington tix for 29th December? Looking for a 1st class ticket! Thanks :),booking_issue,,
2535531,Hey @GWRHelp guess what? Shalford tix machine broke again! Still no courtesy of a response. Maybe this time?,other,,
1005390,"@GWRHelp 20.27 London Pad to Cheltenham cancelled. 

Have booked ticket on that train. What are my options?",service_disruption,,
634078,Where is the sodding train! It’s cold!!! #16minslate&amp;counting @GWRHelp BristolTM&gt;Weston 16:26,delay_compensation,,
1328984,@GWRHelp absolute joke today be lucky to make kick off at Swindon,delay_compensation,,
2634331,.@743748 doing her best Corbyn impression on the packed @GWRHelp train to Devon. Happy Friday... https://t.co/x71YrPx9VA,praise_or_chatter,,
688594,"@GWRHelp lt is ridiculous not to be able to schedule ANY of these trains to stop at Twyford when they literally pass the platform.

3 empty trains in 5 mins and not stopping because of ""congestion"". //@284510 https://t.co/cFHvThb3th",timetable_info,,
853497,@GWRHelp 16:09 chippenham to Bristol temple meads still not arrived at chippenham. How do I get a refund as I'm going to miss my appointment?,refund_request,,
2747979,".@121203 @GWRHelp at their very best. Given all of 2 mins to get to platform 14, half a mile from the screens for an already delayed train and then whistled at for not sprinting. Are you serious??? The train was being prepared... Why not tell us a platform then? Youre a joke.",delay_compensation,,
2451950,No buffet service on the 1703 London to Swansea due to a staff shortage @GWRHelp #sundaytravel,on_board_issue,,
1255924,"@GWRHelp I am so sick of your shoddy peak time train service. Trains cancelled, lack of coaches, overheated carriages.",on_board_issue,,
1080798,@GWRHelp cumulatively I’ve probably been delayed 4 years,delay_compensation,,
1120674,Hi @GWRHelp - why does the 0705 Twyford &gt; Paddington smell entirely of wet  dogs this morning?,on_board_issue,,
545833,"@GWRHelp is it possible to reserve a particular seat on GWR from LSK to PAD? Other family members already booked, trying to get a seat with them.",seat_reservation,,
2847228,@GWRHelp the 17.36 from bath is absolutely packed and only 3 carriages the service is not good enough you know that the bath Xmas market is on why don’t you do something about the bad service,on_board_issue,,
2931633,"@GWRHelp day 3 of broken boiler Newport-London. I realise you're running the old stock down for the new trains but people have paid a lot of money to travel with you, a cup of tea would be nice.",on_board_issue,,
2965683,@GWRHelp I have a super off-peak return ticket due to use my outbound journey tomorrow. Can I delay this an use is Friday as the return journey is valid for a month?,other,,
1987410,@GWRHelp Hi. Are you planning on striking tomorrow? I’m thinking Blackwater &gt; Reading &gt; Paddington around 0830 ish.,service_disruption,,
805417,"@GWRHelp so, chaos for my ride into London this morning from Maidenhead and chaos trying to get back tonight from Paddington. 👿",service_disruption,,
2352705,@GWRHelp 06.56 cardiff to london and now 5.39 swindon to swansea both with only 7 coaches.  Once in a day is bad enough but twice is a bad joke.,on_board_issue,,
1120342,@GWRHelp @123241 the worst customer service and worst experience ever! Very disappointed considering the amount of money I paid!,other,,
2879393,"@GWRHelp 7:15 from London Paddington to Cardiff cancelled again, must be 3 times in a week 😞, what’s happening?",service_disruption,,
984921,@GWRHelp I have a super off peak ticket returning from Bath to London today. If I made a seat reservation do I have to travel on that train?,seat_reservation,,
2473102,"@GWRHelp hi, if there aren't any seat reservation tickets are the reservations cancelled?",seat_reservation,,
1181936,@GWRHelp What is the point of booking seats on a train to be told you can’t get on because it’s too busy! Another appalling experience with great western trains #shambles #ruinedweekend,seat_reservation,,
2147848,"'@GWRHelp Just wanted to commend the clean portable conveniences at Castle Cary. Possibly the best I've ever used. If I lived opposite, I'd consider using them over my own. I might even take residence. I'm not even being sarcastic, they are just great #toilets. #gwr #trains #clc",praise_or_chatter,,
2030839,"Train into Paddington delayed yet again, @GWRHelp. Any idea when this service might start to improve?",delay_compensation,,
646677,@GWRHelp thanks a bunch. 3rd time this week terminating at Shrub Hill! People in Malvern want to get home too,service_disruption,,
2656116,"@GWRHelp A plea!! My daughter left her gloves on the 9:47 Swansea to Paddington Train, coachB we think seat 22. Any chance they’ve been found??? She bought them in Vegas! X",lost_property,,
613358,@GWRHelp please pass on my thanks and gratefulness to Lana (Plymouth customer host) very friendly and kept my little son happy and cheered him up . Deserves recognition .  Train was nta to pad 21/12/18 8.38 am I think .,praise_or_chatter,,
2703323,"@GWRHelp Your service is shocking. My brother was supposed to arrive in Derby at 21:30 but you delayed his train and cancelled his connecting train so he now wont be in Derby until 1:30AM! He now cannot check into his hotel or even get a meal.
Then have to prove train cancelled.",delay_compensation,,
86897,"Its done.Swindon Museum and Art Gallery bid handed over to the Heritage lottery Fund. Well done everyone involved, thank you for all the help and fingers crossed @134998 @GWRHelp @5137 @132691 @4160 @133075 @4468 @134999 @4462 https://t.co/yi20BPXACl",praise_or_chatter,,
111680,@GWRHelp Can you tell if the 1st Class will be open at Pad on 28th Dec 2017. Cheers,timetable_info,,
1450624,"@GWRHelp seriously, dang right disgusted that this happens every day. Seriously need to stop up your game here. https://t.co/jHbyzqfpAY",delay_compensation,,
66158,Heating not working on my @GWRHelp train. Train manager confidently announced “I’ve switched it off and back on again and it won’t work”. Definitely knackered mate!,on_board_issue,,
134688,"@133147 @GWRHelp more cancellations on SBL  this morning, this time signalling faults. My son had connection to Southampton train go out the window.",service_disruption,,
1888100,@GWRHelp Any chance of some on train announcements explaining the late and awaited departure of the 18:20 BRI to NLS?,delay_compensation,,
136750,@GWRHelp thanks for sending a 1 coach train on 09:41 yeovil to Bristol. Along with about 10-15 people can't get on!,on_board_issue,,
1515751,@GWRHelp told to change platform 3 times at bristol and still arrive over 30mins late at Westbury :(,delay_compensation,,
153516,@GWRHelp amazing staff at #Oxford thank you for making our day fantastic! https://t.co/GFoDY4NDuH,praise_or_chatter,,
1585423,The @gwrhelp #gwr service 08:23 from BTM due in to bath at 8:35 is still in Bristol at 8:50 :'(,delay_compensation,,
2718842,"@GWRHelp I have a return ticket for Bristol Parkway to Temple Meads for today, but I needed to use the 0653 which was cancelled. Therefore I had to drive this morning and pay the higher cost for parking. Can I exchange todays ticket for the same journey tomorrow? Thanks",refund_request,,
1275719,@GWRHelp is the 17.20 running from btm to Cardiff please?,timetable_info,,
1779962,twitter@gwrhelp do you know will be any new trains depart from Swansea on Friday because I am catch the 10:29 to Bristol Parkway,timetable_info,,
1287299,@GWRHelp Are there any issues/buses planned for tomorrow afternoon/evening Swindon-Bath Spa and back please?,timetable_info,,
1218676,@GWRHelp Can you give us any information on the 'bridge strike' east of Bristol which has us all on stop? Any idea when we'll be moving?,service_disruption,,
2656041,@GWRHelp hi apparently no Coach C on the 5.31 from Oxford; have reservations been moved??,seat_reservation,,
1827206,I feel for you @GWRHelp social media team -there is only so many excuses you can put up for you greedy shareholders.suppose you could drink? https://t.co/HUV8Y5vtRw,praise_or_chatter,,
205922,@GWRHelp  we are travelling to Cardiff from Glasgow. Can we get off at Bristol parkway and get bus to Newport rather than travel to temple meads,timetable_info,,
955931,@GWRHelp have you got problems on website atm? it's not accepting payment.,booking_issue,,
2228552,.@GWRHelp was once my favourite railway now not so good. Every time I have travelled with them in the last month the train has been delayed but today it will mean I will miss my connection so that's a 40min wait. #280charactershelpful,delay_compensation,,
2120005,@GWRHelp Why has the 6:44 from Reading to London been cancelled again? Twice this week !!,service_disruption,,
2140879,"@GWRHelp how can I claim compensation for delayed 20:00 London to Bristol temple meads train tonight? Bought the ticket at the station, train getting in now, 38 minutes late",delay_compensation,,
2764601,Hi @GWRHelp the 7.53 TWY to PAD is crawling again. We should have been at London Padd 3 mins. What is it today?,delay_compensation,,
1678913,"@GWRHelp: Have you released advance tickets for New Years Day yet, or are you not releasing any?",booking_issue,,
733270,@GWRHelp why are all your trains in to Paddington so delayed this morning?,delay_compensation,,
2306957,"@GWRHelp hi, I'm on the delayed train to Plymouth plz could you pass on how amazing the lady working on this service is, going out of her",praise_or_chatter,,
2494289,@GWRHelp why does the 17.42 from Paddington follow a slow train every day meaning it's delayed? Why just accept you can't get it to Burnham on time.,delay_compensation,,
1317955,Thanks @GWRHelp. I’m late for work and it’s cost me fifteen quid.,delay_compensation,,
1750204,@GWRHelp shocking again cancelled trains then 2 trains worth of people crammed onto a 2 coach train #shitservice #whydoipaysomuch,service_disruption,,
2119998,@GWRHelp shockingly loud tannoy announcements on the 06:19 Plymouth train this morning! Absolutely no need to be at that decibel!,on_board_issue,,
837428,Been waiting for @GWRHelp to respond to my compensation query since 14/09! You’re as delayed as your trains. Ref GWRR170913BKPZ #poorservice,delay_compensation,,
2542517,Thank you to the kind gentleman on his way to the passport office who grabbed my phone that I left on a train at @120658 (then managed to answer it and meet me!) saved my weekend and a lot of trouble!,praise_or_chatter,,
2629627,"On hearing the ridiculous news that @GWRHelp have no buffet carriages on their new trains, one passenger has decided on a dirty protest and smeared sh*t over the entire toilet!! 😷 #dirtyprotest",on_board_issue,,
2124488,@GWRHelp - just been advised that train is going to Filton AW (broken down train @84591).  Will there be transport from Filton to BPW?,service_disruption,,
1949557,"Train delayed due to leaves on the line, oh @GWRHelp ! !",delay_compensation,,
2189423,"@GWRHelp I don't appreciate being told ""for f***s sake, I don't f**king believe it"" by your platform guard at Bath Spa. Appalling service.",on_board_issue,,
597203,@GWRHelp how can I get a refund on my travel? I waited for almost 2 hours for a train to reading. Apparently the broken down freight train broke down at 3pm yet there was minimal communication until 5pm...why?!?!? #NotSoGreatWesternRail,refund_request,,
2559170,@GWRHelp why is bitterne station listed so i can pick my tickets up,other,,
1108111,#CowOnTheLine utter clusterfuck on @GWRHelp route to London. Recommend routing via Marylebone screwed due to broken train. Buses absent. 😡😤😡,service_disruption,,
490961,"@GWRHelp assuming the 16:03 Bristol Parkway - London Paddington can’t be held?? On the delayed 15:41 BTM - Parkway, currently due into parkway 11 mins late at 16:03",delay_compensation,,
992232,@GWRHelp thank you for being so honest about the change time :-D https://t.co/sDv1LOm4sB,praise_or_chatter,,
673709,@120244 @GWRHelp @nationalrailenq Can anything be done about the timing of the 08:27 NWP-CDF in future timetables so it doesn't spend 5 mins waiting for a CDF platform &amp; then get overtaken by the train running 5 mins behind it?,timetable_info,,
2516655,On the #nightriviera heading to #Paddington. In the really nice refurbished carriage. Free hot choc and biccies too. Very impressed so far @GWRHelp,praise_or_chatter,,
1661004,@GWRHelp How are the trains from Thatcham to Paddington this morning?,timetable_info,,
1492132,@GWRHelp 7.21 twy to pad cancelled again?! What’s going on?,service_disruption,,
1164380,"@GWRHelp Screen at LGW says 'delayed' so I wait in waiting room. Train comes and goes on time. Guard says 'computer error, it wasn't delayed",on_board_issue,,
