"root_id","customer_text","suggested_intent","suggestion_confidence","_source","true_intent","confidence","rationale","_labeler","_labeled_at","_method","initial_suggestion","suggestion_source","human_confirmed","human_changed","human_changed_to"
"1158455","@GWRHelp Looking to book a journey on your website, but am unable to get any route details: https://t.co/Yhvn5iLAdI","booking_issue","0.38","natural","booking_issue","high","rule: website/booking","auto-cascade-v1","2026-09-13T13:20:43+00:00","rule","booking_issue","rule","y","",""
"1167521","@115793 is there any way to contact Bristol temple meads to ask if they have a bag I left on a train. Ive registered it as lost already","lost_property","0.205","natural","lost_property","high","rule: lost item","auto-cascade-v1","2026-09-13T13:20:43+00:00","rule","lost_property","rule","y","",""
"1177214","@GWRHelp we were told specifically at Taunton station that we couldn't travel on a different train, now we've just seen this on your website https://t.co/CSq3Dhx54i","booking_issue","0.227","natural","booking_issue","high","rule: website/booking","auto-cascade-v1","2026-09-13T13:20:43+00:00","rule","booking_issue","rule","y","",""
"1188793","@GWRHelp 0644 TWY-PAD late and getting later. We are hardly moving. No info from driver. Can you enlighten? #gwr","other","0.089","natural","delay_compensation","low","weak TF-IDF match; falls outside defined intents","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-low","other","tfidf-low","y","y","delay_compensation"
"1203047","@GWRHelp 4 days ago your train manager charged me for a ticket in error, he then made a refund which is still not in my account, how long?","refund_request","0.36","targeted:refund_request","refund_request","high","rule: explicit refund","auto-cascade-v1","2026-09-13T13:20:43+00:00","rule","refund_request","rule","y","",""
"1204620","@GWRHelp Cheers for the yet another screw up getting into work","other","0.054","natural","delay_compensation","high","rule: praise","auto-cascade-v1","2026-09-13T13:20:43+00:00","rule","other","rule","y","y","delay_compensation"
"1208104","Love a delayed train 🤔 @GWRHelp","delay_compensation","0.172","natural","delay_compensation","medium","tfidf moderate match","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-med","delay_compensation","tfidf-med","y","",""
"1209650","@GWRHelp one ticket machine at Burnham station? Come on bruv sort it out","other","0.081","natural","other","low","weak TF-IDF match; falls outside defined intents","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-low","other","tfidf-low","y","",""
"1232560","@gwrhelp are trains running Oxford to slough on 4 Nov? What engineering works will affect trains. I find the PDF on your website inscrutable","booking_issue","0.222","targeted:booking_issue","service_disruption","high","rule: live cancellation/disruption","auto-cascade-v1","2026-09-13T13:20:43+00:00","rule","booking_issue","rule","y","",""
"1251026","Here at Bristol for the @GWRHelp 0600 to Padd. The first public run of @154173 IEP Class 800s. https://t.co/QUyRE0tVs1","other","0.062","natural","praise_or_chatter","low","weak TF-IDF match; falls outside defined intents","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-low","other","tfidf-low","y","y","praise_or_chatter"
"1253988","@GWRHelp what happened to the 1937 bath spa to fareham? Feeling cold and miserable ☹","praise_or_chatter","0.132","natural","service_disruption","medium","tfidf moderate match","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-med","praise_or_chatter","tfidf-med","y","y","service_disruption"
"1254004","@GWRHelp what's the next train from Warminster to Salisbury? One delayed and one cancelled...","service_disruption","0.27","natural","service_disruption","high","rule: live cancellation/disruption","auto-cascade-v1","2026-09-13T13:20:43+00:00","rule","service_disruption","rule","y","",""
"1259448","My first experience last night on an @GWRHelp new electric train (PAD-Reading) was a comfortable and speedy one! #GWRNewTrains https://t.co/Phkap2r99e","lost_property","0.108","natural","praise_or_chatter","low","top-2 intents equally close (see sims)","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-ambig","lost_property","tfidf-ambig","y","y","praise_or_chatter"
"1264161","@GWRHelp thanks for cancelling the Clifton - BTM train without warning, not like people rely on you or anything! £££ on a taxi great 😶","on_board_issue","0.117","natural","service_disruption","high","rule: praise","auto-cascade-v1","2026-09-13T13:20:43+00:00","rule","on_board_issue","rule","y","y","service_disruption"
"1267063","@GWRHelp is there a schedule for the new train running? I'm in &amp; out of Paddington today so it'd be cool to catch it","timetable_info","0.147","natural","timetable_info","medium","tfidf moderate match","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-med","timetable_info","tfidf-med","y","",""
"1267080","On board Coach K of @GWRHelp 800006. https://t.co/fYDADGzpKz","seat_reservation","0.335","targeted:seat_reservation","seat_reservation","high","rule: seat reservation","auto-cascade-v1","2026-09-13T13:20:43+00:00","rule","seat_reservation","rule","y","",""
"1275555","@GWRHelp hi I'm getting 19:12 train to Swansea from Paddington are you expecting this train to be busy?","timetable_info","0.163","natural","timetable_info","medium","tfidf moderate match","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-med","timetable_info","tfidf-med","y","",""
"1280303","@GWRHelp any insight into why the 17.36 P’ton to M’head is delayed. The amount of info received thus far is overwhelming.","lost_property","0.106","natural","delay_compensation","medium","tfidf moderate match","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-med","lost_property","tfidf-med","y","y","delay_compensation"
"1290684","@GWRHelp My coat is in your  lost property at Temple Meads.I live near London.Why can't you put it on a train and send to Paddington?","delay_compensation","0.146","targeted:lost_property","lost_property","high","rule: lost item","auto-cascade-v1","2026-09-13T13:20:43+00:00","rule","delay_compensation","rule","y","",""
"1300309","@GWRHelp Hi,can you please confirm if the 1237 Roche to Newquay is running on Sat Nov. 4th &amp; the 1112 Newquay to Par on Sun Nov. 5th thanks!","timetable_info","0.127","natural","timetable_info","high","rule: praise","auto-cascade-v1","2026-09-13T13:20:43+00:00","rule","timetable_info","rule","y","y","timetable_info"
"1313747","@GWRHelp Frustrating and unprecedented inconvenience f customers that pay such significant amounts t your company &amp; receive this service 2/2","other","0.071","natural","other","low","weak TF-IDF match; falls outside defined intents","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-low","other","tfidf-low","y","",""
"1315205","@GWRHelp every day 0802 from Maidenhead to Paddington leaves late &amp; arrives even later. What's excuse for this one? Will it ever improve?","other","0.065","natural","delay_compensation","low","weak TF-IDF match; falls outside defined intents","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-low","other","tfidf-low","y","y","delay_compensation"
"1317126","@GWRHelp I’m on the (late) 8:24 from Bristol to Cardiff. Can you confirm it’s stopping at Filton? The onboard messages say it’s not.","other","0.07","natural","timetable_info","low","weak TF-IDF match; falls outside defined intents","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-low","other","tfidf-low","y","y","timetable_info"
"1320194","Hi @GWRHelp coach B seems to be missing from 9:45 to Bristol parkway. Quite a shame as I - and a fair few others - have seats booked on it!","seat_reservation","0.325","targeted:seat_reservation","seat_reservation","high","rule: seat reservation","auto-cascade-v1","2026-09-13T13:20:43+00:00","rule","seat_reservation","rule","y","",""
"1334779","@GWRHelp 1500 to Bristol ready nice and early. It’s the weekend!!","other","0.076","natural","other","low","weak TF-IDF match; falls outside defined intents","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-low","other","tfidf-low","y","",""
"1346119","@GWRHelp hi, do you have a sleeper train from Pad to PZ next Thurs please???","timetable_info","0.1","natural","ambiguous","low","top-2 intents equally close (see sims)","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-ambig","timetable_info","tfidf-ambig","y","",""
"1370635","Thank so much @GWRHelp spent £100 for 3 hour delays, being crushed against a wall, being on a train so packed that somebody fainted, I need my money back #sortitout https://t.co/pqO6NEpPR3","other","0.099","targeted:refund_request","refund_request","high","rule: explicit refund","auto-cascade-v1","2026-09-13T13:20:43+00:00","rule","other","rule","y","",""
"1372247","@GWRHelp guard on the 15.32 North Camp to Redhill. Brilliant service 👏👏","other","0.055","natural","praise_or_chatter","high","rule: praise","auto-cascade-v1","2026-09-13T13:20:43+00:00","rule","other","rule","y","",""
"1372250","@GWRhelp I'm supposed to be on a fast train, 12.56 from Ply to Padd. Why are we crawling? #alreadylate","timetable_info","0.108","natural","delay_compensation","medium","tfidf moderate match","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-med","timetable_info","tfidf-med","y","y","delay_compensation"
"1381687","Nearly made it home to Cornwall on the sleeper train. I'll miss my little cabin. @GWRHelp #NightShift #Trainspotting #Cornwall","other","0.068","natural","praise_or_chatter","low","weak TF-IDF match; falls outside defined intents","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-low","other","tfidf-low","y","y","praise_or_chatter"
"1400988","@441906 @58398 that's how we want to see us play , awesome second half team performance , happy trip back to Cornwall now on @GWRHelp","other","0.041","natural","praise_or_chatter","low","weak TF-IDF match; falls outside defined intents","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-low","other","tfidf-low","y","y","praise_or_chatter"
"1434588","@GWRHelp: Can I get a reservation on this afternoon’s 16:45 from RDG to PAD please. Reservations closing in nine mins...thanks!","other","0.093","natural","seat_reservation","high","rule: praise","auto-cascade-v1","2026-09-13T13:20:43+00:00","rule","other","rule","y","y","seat_reservation"
"1440006","Really not happy. Lost/stolen train tickets at Exeter St David’s this morning. Have proof of purchase. @GWRHelp say must buy new ones.","lost_property","0.217","natural","lost_property","high","tfidf strong match","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-high","lost_property","tfidf-high","y","",""
"1442813","How have I been waiting 11 weeks for my ticket refund for a delayed journey?! @GWRHelp","refund_request","0.408","targeted:refund_request","refund_request","high","rule: explicit refund","auto-cascade-v1","2026-09-13T13:20:43+00:00","rule","refund_request","rule","y","",""
"1461283","@GWRHelp I hope you guys can help me I just got off the train to Penzance at reading station and I stupidly left my bag in the luggage eat. It say Hampton court flower show 2017, has my shoes and cardigan in it. If you can retrieve this please let me know how I can get it back?","lost_property","0.222","targeted:lost_property","lost_property","high","rule: lost item","auto-cascade-v1","2026-09-13T13:20:43+00:00","rule","lost_property","rule","y","",""
"1475147","OMG I saw the new @GWRHelp intercity in normal service on my way into London. Ahhh so exciting and awesome! They look so prettyyyy","other","0.084","natural","praise_or_chatter","low","weak TF-IDF match; falls outside defined intents","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-low","other","tfidf-low","y","y","praise_or_chatter"
"1480619","@GWRHelp the 7.35 FFord to BTM was 4 carriages and on time. You remove 2 at Westbury, now 2 carriages and late plus reduced service?","on_board_issue","0.124","natural","on_board_issue","medium","tfidf moderate match","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-med","on_board_issue","tfidf-med","y","",""
"1502574","@GWRHelp hi please can you confirm the booking horizon for advance tickets as National fail is showing November","booking_issue","0.173","natural","booking_issue","medium","tfidf moderate match","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-med","booking_issue","tfidf-med","y","",""
"1510232","@GWRHelp I reserved a facing seat and yet again travelling backwards!","seat_reservation","0.18","natural","seat_reservation","medium","tfidf moderate match","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-med","seat_reservation","tfidf-med","y","",""
"1512592","@GWRHelp Hi, please could you confirm if any advance tickets will be available from Paddington to Plymouth on 23 Dec? Thanks","other","0.086","natural","booking_issue","high","rule: praise","auto-cascade-v1","2026-09-13T13:20:43+00:00","rule","other","rule","y","y","booking_issue"
"1517494","@GWRHelp since I got no answer last time, are reservations available for Sat 23 Dec?","other","0.094","natural","booking_issue","low","weak TF-IDF match; falls outside defined intents","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-low","other","tfidf-low","y","y","booking_issue"
"1520792","@GWRHelp hey what’s up with the 5:03 from Gatwick to Reading. Just says “Delayed”.","other","0.086","natural","service_disruption","low","weak TF-IDF match; falls outside defined intents","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-low","other","tfidf-low","y","y","service_disruption"
"1546932","@GWRHelp I've left a leaving card with a voucher for a meal on your 23.42 out of Paddington to Oxford. I got off at Maidenhead","lost_property","0.225","targeted:lost_property","lost_property","high","rule: lost item","auto-cascade-v1","2026-09-13T13:20:43+00:00","rule","lost_property","rule","y","",""
"1561409","@GWRHelp Morning, is the HRW Connect service running as normal today? Aiming to catch 12.11 West Ealing to Paddington later if poss. Cheers","other","0.099","natural","praise_or_chatter","high","rule: praise","auto-cascade-v1","2026-09-13T13:20:43+00:00","rule","other","rule","y","",""
"1561735","The Cardiff City fans have left the train in a state! But don’t worry guys. I tidied up @GWRHelp https://t.co/NBN189YqY0","lost_property","0.187","targeted:lost_property","praise_or_chatter","medium","tfidf moderate match","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-med","lost_property","tfidf-med","y","y","praise_or_chatter"
"1566584","loving the new trains @GWRHelp - even smells new! 😍 https://t.co/A8Gfdj9AN1","timetable_info","0.107","natural","praise_or_chatter","medium","tfidf moderate match","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-med","timetable_info","tfidf-med","y","y","praise_or_chatter"
"1570667","Cannot quite believe that I’m being forced to proceed with legal action to get a failed refund from @GWRHelp, terrible customer service","refund_request","0.328","targeted:refund_request","refund_request","high","rule: explicit refund","auto-cascade-v1","2026-09-13T13:20:43+00:00","rule","refund_request","rule","y","",""
"1574133","hi @GWRHelp is there another way I can buy some advance tickets today you're website doesn't seem to be working","booking_issue","0.301","targeted:booking_issue","booking_issue","high","tfidf strong match","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-high","booking_issue","tfidf-high","y","",""
"1589742","@GWRHelp Hi, I’m trying to book a train with nectar points. The website is a bit of a mess, won’t allow me to select ticket. Can I call? https://t.co/W92VA0d2bC","booking_issue","0.448","targeted:booking_issue","booking_issue","high","rule: website/booking","auto-cascade-v1","2026-09-13T13:20:43+00:00","rule","booking_issue","rule","y","",""
"1590217","@GWRHelp been waiting for a train from Oldfield Park to Fulton AW since 8.25 no trains and no information! Can anyone tell us anything??","refund_request","0.112","natural","service_disruption","high","rule: live cancellation/disruption","auto-cascade-v1","2026-09-13T13:20:43+00:00","rule","refund_request","rule","y","",""
"1600627","Oo new @GWRHelp Train this morning from didcot @154173 looking good! #train #tech Kept my raincoat on in case though... #toosoon? https://t.co/A4JUOsjgVM","timetable_info","0.114","natural","praise_or_chatter","low","top-2 intents equally close (see sims)","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-ambig","timetable_info","tfidf-ambig","y","y","praise_or_chatter"
"1609530","Awesome member of staff at North Camp Station! Always going the extra mile for the customer! @GWRHelp @121203","praise_or_chatter","0.125","natural","praise_or_chatter","medium","tfidf moderate match","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-med","praise_or_chatter","tfidf-med","y","",""
"1609855","Wifi ✔
Sockets ✔
@GWRHelp might just be my favourite train company.","timetable_info","0.147","natural","praise_or_chatter","low","top-2 intents equally close (see sims)","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-ambig","timetable_info","tfidf-ambig","y","y","praise_or_chatter"
"1611593","@GWRHelp good customer service but why do I have to phone &amp; hold for 10 mins to get the seat reservation I want? Online booking doesn't work","seat_reservation","0.157","targeted:seat_reservation","seat_reservation","high","rule: seat reservation","auto-cascade-v1","2026-09-13T13:20:43+00:00","rule","seat_reservation","rule","y","",""
"1619919","@GWRHelp standing to London from Chipp need 30min trains on a Sun not acceptable! #paygoodmoneyforthis https://t.co/vQESZ12o9W","on_board_issue","0.164","natural","on_board_issue","medium","tfidf moderate match","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-med","on_board_issue","tfidf-med","y","",""
"1619927","@GWRHelp lovely weekend away ruined right at the end by your TERRIBLE SERVICE. train from bath to Paddington-standing for the whole thing?!","service_disruption","0.13","natural","on_board_issue","low","top-2 intents equally close (see sims)","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-ambig","service_disruption","tfidf-ambig","y","y","on_board_issue"
"1628119","@GWRHelp I reserved seats on the 15:16 from Kingham to London. We were given seats in coach C. Train arrives and it has 2 carriages. Explain","seat_reservation","0.394","targeted:seat_reservation","seat_reservation","high","rule: seat reservation","auto-cascade-v1","2026-09-13T13:20:43+00:00","rule","seat_reservation","rule","y","",""
"1631021","@GWRHelp when are advance Xmas tickets on sale? Website says end of Oct... not long left for you to release...!","booking_issue","0.273","targeted:booking_issue","booking_issue","high","tfidf strong match","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-high","booking_issue","tfidf-high","y","",""
"1632209","@GWRHelp Can you tell me the freepost for Refunds and Claims for compensation please?","delay_compensation","0.239","natural","delay_compensation","high","tfidf strong match","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-high","delay_compensation","tfidf-high","y","",""
"1638291","Pay so much money for trains and @GWRHelp don't bother with reservations and put a 2 coach train from Cardiff to Portsmouth. Fab👍","seat_reservation","0.289","natural","seat_reservation","high","tfidf strong match","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-high","seat_reservation","tfidf-high","y","",""
"1661699","Every week! every week! @GWRHelp your trains are late in North Camp to reading fed up","other","0.081","natural","delay_compensation","low","weak TF-IDF match; falls outside defined intents","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-low","other","tfidf-low","y","y","delay_compensation"
"1664203","@nationalrailenq is bristol parkway station open on friday as i’m travelling to sheffield using @GWRHelp &amp; @121428","service_disruption","0.108","natural","service_disruption","medium","tfidf moderate match","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-med","service_disruption","tfidf-med","y","",""
"1673776","@GWRHelp is the 16.15 going to leave Paddington soon or should we get off and on a different train to reading","timetable_info","0.212","natural","timetable_info","high","tfidf strong match","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-high","timetable_info","tfidf-high","y","",""
"1688158","@GWRHelp I'm stranded @68008 wanting to go home to SVB - there are no bus operators to SVB - help?","other","0.099","natural","other","low","weak TF-IDF match; falls outside defined intents","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-low","other","tfidf-low","y","",""
"1690006","@GWRHelp hi, I'm waiting for a cheque to arrive from you. Could you let me know if it has been sent yet? I have a reference number.","refund_request","0.103","natural","refund_request","medium","tfidf moderate match","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-med","refund_request","tfidf-med","y","",""
"1696393","@GWRHelp Why are there only 2 carriages on 17:54 Bris-Cardiff? Overcrowding is ridiculous (but not at all unexpected)","lost_property","0.103","natural","on_board_issue","low","top-2 intents equally close (see sims)","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-ambig","lost_property","tfidf-ambig","y","y","on_board_issue"
"1711240","@GWRHelp 5:30pm on a Friday Reading to Gatwick. 2 coaches....really? https://t.co/w2O4jSuDTL","other","0.049","natural","on_board_issue","low","weak TF-IDF match; falls outside defined intents","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-low","other","tfidf-low","y","y","on_board_issue"
"1728420","@GWRHelp I contacted you in Sept asking for a refund for incorrectly sold tickets. U wrote to me asking to send original tix, yet no reply?","refund_request","0.487","targeted:refund_request","refund_request","high","rule: explicit refund","auto-cascade-v1","2026-09-13T13:20:43+00:00","rule","refund_request","rule","y","",""
"1751300","@GWRHelp @nationalrailenq @132078  Who is responsible for maintaining street lighting at pedestrian crossing Hunts Ground entrance to BPW?","other","0.0","natural","other","low","weak TF-IDF match; falls outside defined intents","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-low","other","tfidf-low","y","",""
"1786857","@GWRHelp is there some sort of route for official complaints about service? 16.22 from Bristol TM is a joke.","other","0.087","natural","other","low","weak TF-IDF match; falls outside defined intents","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-low","other","tfidf-low","y","",""
"1788180","Kudos to @GWRHelp we seem to be getting 4 carriages on the 17:10 from Filton, at least to Westbury. A lot less overcrowded.","on_board_issue","0.117","natural","on_board_issue","medium","tfidf moderate match","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-med","on_board_issue","tfidf-med","y","",""
"1794275","@GWRHelp Was travelling from Evesham to Lndn Pad this morning, your train terminated in Oxford and I missed my flight to compete in France!?","lost_property","0.12","natural","service_disruption","low","top-2 intents equally close (see sims)","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-ambig","lost_property","tfidf-ambig","y","y","service_disruption"
"1801260","@GWRHelp hi , whats happened to your 8 am Cardiff to Tainton service over last few days?  is it still running?","timetable_info","0.111","natural","timetable_info","medium","tfidf moderate match","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-med","timetable_info","tfidf-med","y","",""
"1806831","@GWRHelp is the 9.42 Oxford Marlybone train being held to wait for the late Bristol train please.","delay_compensation","0.139","natural","timetable_info","low","top-2 intents equally close (see sims)","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-ambig","delay_compensation","tfidf-ambig","y","y","timetable_info"
"1807214","@GWRHelp hello, have had to book a coach to ensure I get back in time. How do I get refund for booked train journey from Padd to Glos?","seat_reservation","0.266","targeted:refund_request","refund_request","high","rule: explicit refund","auto-cascade-v1","2026-09-13T13:20:43+00:00","rule","seat_reservation","rule","y","",""
"1817604","@GWRHelp Morning! Have you a page listing any problems caused by #Ophelia? D'you expect disruption on the SW main line, as forecasts say? Tx","other","0.048","natural","service_disruption","low","weak TF-IDF match; falls outside defined intents","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-low","other","tfidf-low","y","y","service_disruption"
"1819317","Dear @GWRHelp your website says there are no tickets for any trains on Thursday Cardiff-London. Is your site acting up again?","booking_issue","0.349","targeted:booking_issue","booking_issue","high","rule: website/booking","auto-cascade-v1","2026-09-13T13:20:43+00:00","rule","booking_issue","rule","y","",""
"1827111","@GWRHelp Well I've just arrived at work in Bath Spa - one and a half hours late!!! I had to get a train to Chippenham and a lift via car!","praise_or_chatter","0.104","natural","delay_compensation","low","top-2 intents equally close (see sims)","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-ambig","praise_or_chatter","tfidf-ambig","y","y","delay_compensation"
"1839149","@GWRHelp why have you split 1st class on your new train. I get on and there are no seats -have to “chance” walking through the whole train?","on_board_issue","0.175","targeted:on_board_issue","on_board_issue","medium","tfidf moderate match","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-med","on_board_issue","tfidf-med","y","",""
"1841160","@GWRHelp Standing from Swindon to Paddington this morning. Most seats reserved for one-off travellers what about season ticket holders?? https://t.co/SL5P96btxl","seat_reservation","0.289","natural","seat_reservation","high","tfidf strong match","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-high","seat_reservation","tfidf-high","y","",""
"1846835","@GWRHelp - shambolic trip on 7.15 pm train to Cdf   -  probably  standing all the way despite booked  seat -  this rubbish cost over £70 . https://t.co/X5TF49GzR6","on_board_issue","0.185","natural","on_board_issue","medium","tfidf moderate match","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-med","on_board_issue","tfidf-med","y","",""
"1854472","@GWRhelp why is there only three train cars on the 1742 Maidenhead to Paddington!! To many people in the train already?????","timetable_info","0.177","natural","on_board_issue","medium","tfidf moderate match","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-med","timetable_info","tfidf-med","y","y","on_board_issue"
"1854871","Train from Newbury to Maidenhead absolutely rammed as usual. 3 carriages not enough ! ! @GWRHelp","on_board_issue","0.104","natural","on_board_issue","medium","tfidf moderate match","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-med","on_board_issue","tfidf-med","y","",""
"1855474",".@GWRHelp loads of people stood up but not allowed to access empty first class seats. Why don't you put passengers first &amp; #scrapfirstclass? https://t.co/r5GVXRnOgJ","seat_reservation","0.114","natural","on_board_issue","medium","tfidf moderate match","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-med","seat_reservation","tfidf-med","y","y","on_board_issue"
"1855740","@GWRHelp 
been waiting here since 7.50 for the 8.03 train to get into college.. it’s 8.32 and still no sign? with lots of kids also waiting","refund_request","0.174","natural","delay_compensation","medium","tfidf moderate match","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-med","refund_request","tfidf-med","y","y","delay_compensation"
"1855956","Good work @GWRHelp a penalty fare fine for your first customers on the train. Buy a ticket and spend £3.15 instead of £20.00!!! 😂","delay_compensation","0.172","natural","other","medium","tfidf moderate match","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-med","delay_compensation","tfidf-med","y","y","other"
"1873942","@GWRHelp 06:26 Blackwater to Guildford late every day this week missed connection 0653 Guildford to London Waterloo three times! 😤😤","delay_compensation","0.15","natural","delay_compensation","medium","tfidf moderate match","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-med","delay_compensation","tfidf-med","y","",""
"1880222","@GWRHelp train manager on 1713 DIG-EXD is great - cheery and funny 😊","other","0.09","natural","praise_or_chatter","low","weak TF-IDF match; falls outside defined intents","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-low","other","tfidf-low","y","y","praise_or_chatter"
"1884566","@GWRHelp - still waiting for 4 days for seat reservation confirmation - doesn't help for over-crowded peak-hours. please resolve soonest.","seat_reservation","0.171","natural","seat_reservation","high","rule: seat reservation","auto-cascade-v1","2026-09-13T13:20:43+00:00","rule","seat_reservation","rule","y","",""
"1897157","@GWRHelp how to get a ticket when station closed and ticket machine out of order. Trying to get from burnham to Reading @329647","booking_issue","0.149","natural","booking_issue","medium","tfidf moderate match","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-med","booking_issue","tfidf-med","y","",""
"1904787","@GWRHelp @120244 Morning. Are any additional trains being put on between Cardiff and Swansea on Sat night for the boxing?","other","0.089","natural","timetable_info","low","weak TF-IDF match; falls outside defined intents","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-low","other","tfidf-low","y","y","timetable_info"
"1914968","@GWRHelp impolite member of staff on platform 4 at Gloucester station, do all of your staff receive customer service training or?","praise_or_chatter","0.152","natural","on_board_issue","medium","tfidf moderate match","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-med","praise_or_chatter","tfidf-med","y","y","on_board_issue"
"1936233","Thanks to @GWRHelp cancelling CDF-BRI train, no trains back to Newport for over 1 hour. Do @542104 @121203 really think that's ok?","service_disruption","0.106","natural","service_disruption","high","rule: live cancellation/disruption","auto-cascade-v1","2026-09-13T13:20:43+00:00","rule","service_disruption","rule","y","",""
"1939900","@GWRHelp 18.16 from Reading to Maidenhead, still sat at Reading, no information as to why","timetable_info","0.105","natural","delay_compensation","medium","tfidf moderate match","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-med","timetable_info","tfidf-med","y","y","delay_compensation"
"1940666","@GWRHelp 5:30 from Paddington to Swindon delayed, will connecting train 6:43 to Glos be held as next one is cancelled so last for tonight","service_disruption","0.171","natural","service_disruption","high","rule: live cancellation/disruption","auto-cascade-v1","2026-09-13T13:20:43+00:00","rule","service_disruption","rule","y","",""
"1945608","Oh &amp; thanks for charging £1.70 for the joy of walking into, looking at the board &amp; walking out of the station! @TfL @115793 @GWRHelp","other","0.088","natural","other","high","rule: praise","auto-cascade-v1","2026-09-13T13:20:43+00:00","rule","other","rule","y","y","other"
"1952687","@GWRHelp it is half-term. A carriage is missing on the 2.04 paddington service. How is that possible! So many people standing! Refund?","refund_request","0.336","targeted:refund_request","refund_request","high","rule: explicit refund","auto-cascade-v1","2026-09-13T13:20:43+00:00","rule","refund_request","rule","y","",""
"1958313","On a @GWRHelp train from Exeter to Exmouth and it is 'sitting in the overhead baggage' only. 
Those two price increases this year went well","timetable_info","0.152","natural","timetable_info","medium","tfidf moderate match","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-med","timetable_info","tfidf-med","y","",""
"1960303","@GWRHelp any estimate of when services will resume around NBY? 20:10 from TVP to PAD been stuck at PEW a while now. Facing a late night!","other","0.093","natural","service_disruption","low","weak TF-IDF match; falls outside defined intents","auto-cascade-v1","2026-09-13T13:20:43+00:00","tfidf-low","other","tfidf-low","y","y","service_disruption"
