"root_id","customer_text","true_intent","confidence","rationale","_source","suggested_intent","suggestion_confidence","initial_suggestion","suggestion_source","human_confirmed","human_changed","human_changed_to","_labeler","_labeled_at"
"1480619","@GWRHelp the 7.35 FFord to BTM was 4 carriages and on time. You remove 2 at Westbury, now 2 carriages and late plus reduced service?","on_board_issue","medium","tfidf moderate match","natural","on_board_issue","0.124","on_board_issue","tfidf-med","y","","","auto-cascade-v1","2026-09-13T13:20:43+00:00"
"1315205","@GWRHelp every day 0802 from Maidenhead to Paddington leaves late &amp; arrives even later. What's excuse for this one? Will it ever improve?","delay_compensation","low","weak TF-IDF match; falls outside defined intents","natural","other","0.065","other","tfidf-low","y","y","delay_compensation","auto-cascade-v1","2026-09-13T13:20:43+00:00"
"2617383","Oh the rage when someone is having a phone conversation in the quiet carriage! I don’t want to hear your business conversation you imbecile!!! @GWRHelp is it acceptable to throw hummus? 😉","other","low","weak TF-IDF match; falls outside defined intents","natural","other","0.046","other","tfidf-low","y","","","auto-cascade-v1","2026-09-13T13:20:43+00:00"
"2233353","@GWRHelp there’s going to be a riot atBristol any minute &amp; its all down to you, piss poor &amp; people are sick of this.","other","low","top-2 intents equally close (see sims)","natural","timetable_info","0.109","timetable_info","tfidf-ambig","y","y","other","auto-cascade-v1","2026-09-13T13:20:43+00:00"
"2336670","@GWRHelp Good morning, v wet/windy in Somerset. Can you confirm trains from Castle Cary to London will be running on time? 6.36 and 7.27?","timetable_info","medium","tfidf moderate match","natural","timetable_info","0.141","timetable_info","tfidf-med","y","","","auto-cascade-v1","2026-09-13T13:20:43+00:00"
"2825950","@GWRHelp 10am from Bri to Pad. No coach E so now forced to stand for over an hour. Train is overfilled. How is this acceptable?!","seat_reservation","high","rule: seat reservation","targeted:seat_reservation","seat_reservation","0.307","seat_reservation","rule","y","","","auto-cascade-v1","2026-09-13T13:20:43+00:00"
"2333909","@GWRHelp how do you book for the Pullman service?","booking_issue","medium","tfidf moderate match","natural","booking_issue","0.129","booking_issue","tfidf-med","y","","","auto-cascade-v1","2026-09-13T13:20:43+00:00"
"1570667","Cannot quite believe that I’m being forced to proceed with legal action to get a failed refund from @GWRHelp, terrible customer service","refund_request","high","rule: explicit refund","targeted:refund_request","refund_request","0.328","refund_request","rule","y","","","auto-cascade-v1","2026-09-13T13:20:43+00:00"
"1855474",".@GWRHelp loads of people stood up but not allowed to access empty first class seats. Why don't you put passengers first &amp; #scrapfirstclass? https://t.co/r5GVXRnOgJ","on_board_issue","medium","tfidf moderate match","natural","seat_reservation","0.114","seat_reservation","tfidf-med","y","y","on_board_issue","auto-cascade-v1","2026-09-13T13:20:43+00:00"
"22652","@GWRHelp why is everything delayed this morning again?","delay_compensation","medium","tfidf moderate match","natural","delay_compensation","0.146","delay_compensation","tfidf-med","y","","","auto-cascade-v1","2026-09-13T13:20:43+00:00"
"154842","Delayed and now diverted via God only knows where (Trowbridge, Melksham and Swindon) - just another crappy Friday trip on @GWRHelp. Refund should be in order today!","refund_request","high","rule: explicit refund","targeted:refund_request","refund_request","0.35","refund_request","rule","y","","","auto-cascade-v1","2026-09-13T13:20:43+00:00"
"2720778","@GWRHelp hi, is it too late to buy a ticket with a seat reservation for peak time out of Paddington tonight? Ticket office closed in bridgend yesterday and this morning so unable to do so. (I know I can buy a ticket, it’s the reservation bit I’m interested in!)","seat_reservation","high","rule: seat reservation","targeted:seat_reservation","delay_compensation","0.16","delay_compensation","rule","y","","","auto-cascade-v1","2026-09-13T13:20:43+00:00"
"2001752","@GWRHelp 2nd train/wk crammed Bath -London (&amp;back) almost didn't get on train, standing room only despite seat reserv #farcegreatwestern","on_board_issue","high","rule: onboard condition","targeted:on_board_issue","on_board_issue","0.26","on_board_issue","rule","y","","","auto-cascade-v1","2026-09-13T13:20:43+00:00"
"1972615","@GWRHelp it was late, short formed and standing room only. When is this service going to run normally with 5 cars ? https://t.co/jbriCb6xLN","on_board_issue","high","rule: onboard condition","targeted:on_board_issue","on_board_issue","0.191","on_board_issue","rule","y","","","auto-cascade-v1","2026-09-13T13:20:43+00:00"
"2462690","Same every day @GWRHelp - do you have works planned to resolve this ongoing issue? Currently creeping into #pad again. https://t.co/NDE8xksfeD","delay_compensation","low","weak TF-IDF match; falls outside defined intents","natural","other","0.076","other","tfidf-low","y","y","delay_compensation","auto-cascade-v1","2026-09-13T13:20:43+00:00"
"1204620","@GWRHelp Cheers for the yet another screw up getting into work","delay_compensation","high","rule: praise","natural","other","0.054","other","rule","y","y","delay_compensation","auto-cascade-v1","2026-09-13T13:20:43+00:00"
"595947","What If it is not dated for today but an open return? @GWRHelp https://t.co/iSmWwT0yg0","other","low","weak TF-IDF match; falls outside defined intents","natural","other","0.057","other","tfidf-low","y","","","auto-cascade-v1","2026-09-13T13:20:43+00:00"
"2878357","@GWRHelp disappointed to be standing on the (delayed as usual) 0644 from Reading to Padd. When will the new trains be brought in for this train....it is getting very popular now! Now rammed even in the vestibule from Slough.","on_board_issue","low","top-2 intents equally close (see sims)","natural","timetable_info","0.126","timetable_info","tfidf-ambig","y","y","on_board_issue","auto-cascade-v1","2026-09-13T13:20:43+00:00"
"1075851","Wanna be a magician? A good magician? Ask for more @GWRHelp. Getting trains to disappear just before arrival, no problem for them, regularly","service_disruption","low","weak TF-IDF match; falls outside defined intents","natural","other","0.065","other","tfidf-low","y","y","service_disruption","auto-cascade-v1","2026-09-13T13:20:43+00:00"
"1628119","@GWRHelp I reserved seats on the 15:16 from Kingham to London. We were given seats in coach C. Train arrives and it has 2 carriages. Explain","seat_reservation","high","rule: seat reservation","targeted:seat_reservation","seat_reservation","0.394","seat_reservation","rule","y","","","auto-cascade-v1","2026-09-13T13:20:43+00:00"
"1003234","@GWRHelp is the 18:21 WMN to CDF running?","timetable_info","low","weak TF-IDF match; falls outside defined intents","natural","other","0.049","other","tfidf-low","y","y","timetable_info","auto-cascade-v1","2026-09-13T13:20:43+00:00"
"640754","@GWRHelp it’s me again... you may remember me? You made me late for work again this morning... ha ha ha great stuff. Anyways this evening im trying to get Home. You’ll never guess what, your gonna f*#k that up for me too! No trains from Paddington to Didcot! Ah GWR classic bants","service_disruption","high","rule: live cancellation/disruption","natural","service_disruption","0.139","service_disruption","rule","y","","","auto-cascade-v1","2026-09-13T13:20:43+00:00"
"1690006","@GWRHelp hi, I'm waiting for a cheque to arrive from you. Could you let me know if it has been sent yet? I have a reference number.","refund_request","medium","tfidf moderate match","natural","refund_request","0.103","refund_request","tfidf-med","y","","","auto-cascade-v1","2026-09-13T13:20:43+00:00"
"980096","@GWRHelp Hi, with the Reading to Paddington line closed this weekend can pre booked tickets be used from Waterloo instead?","booking_issue","low","weak TF-IDF match; falls outside defined intents","natural","other","0.098","other","tfidf-low","y","y","booking_issue","auto-cascade-v1","2026-09-13T13:20:43+00:00"
"998736","@GWRHelp Help please!? https://t.co/TAbhYDa0rt","lost_property","medium","tfidf moderate match","natural","lost_property","0.14","lost_property","tfidf-med","y","","","auto-cascade-v1","2026-09-13T13:20:43+00:00"
"2100281","@GWRHelp joke again your service, two carriages on stj to btm and 10 if us left behind! No help given!","lost_property","medium","tfidf moderate match","targeted:lost_property","lost_property","0.182","lost_property","tfidf-med","y","","","auto-cascade-v1","2026-09-13T13:20:43+00:00"
"1264161","@GWRHelp thanks for cancelling the Clifton - BTM train without warning, not like people rely on you or anything! £££ on a taxi great 😶","service_disruption","high","rule: praise","natural","on_board_issue","0.117","on_board_issue","rule","y","y","service_disruption","auto-cascade-v1","2026-09-13T13:20:43+00:00"
"2538381","@gwrhelp Hi. Is there a seating plan available for IETs please? Would be helpful in choosing seat reservations.","timetable_info","medium","tfidf moderate match","natural","seat_reservation","0.102","seat_reservation","tfidf-med","y","y","timetable_info","auto-cascade-v1","2026-09-13T13:20:43+00:00"
"594473","@GWRHelp will off peak tickets bought for today be valid for use tomorrow at rush hour???","other","low","weak TF-IDF match; falls outside defined intents","natural","other","0.088","other","tfidf-low","y","","","auto-cascade-v1","2026-09-13T13:20:43+00:00"
"2697598","Top marks to @GWRHelp staff and coach staff who have stepped in to cover @121428 industrial action.","praise_or_chatter","high","tfidf strong match","natural","seat_reservation","0.223","seat_reservation","tfidf-high","y","y","praise_or_chatter","auto-cascade-v1","2026-09-13T13:20:43+00:00"
"582246","@GWRHelp So I’m sat on the stalled 12.30 train to Bristol at Chippenham, &amp; will miss my connection to Cardiff to watch a show. I presume you’ll reimburse my show tickets? Email address please...","refund_request","high","rule: explicit refund","targeted:refund_request","timetable_info","0.134","timetable_info","rule","y","","","auto-cascade-v1","2026-09-13T13:20:43+00:00"
"1118351","13Oct @GWRHelp 0958Malvern-London CANCELLED again! 1236-London CANCELLED 1251-Weymouth DELAYED by another GWR train what's GREAT about that?","service_disruption","high","rule: live cancellation/disruption","natural","service_disruption","0.23","service_disruption","rule","y","","","auto-cascade-v1","2026-09-13T13:20:43+00:00"
"69045","@GWRHelp the conductor on the 9:23 from Exmouth has an utterly disgusting attitude and has just humiliated me on a packed train #Ableism","on_board_issue","high","rule: onboard condition","natural","other","0.097","other","rule","y","","","auto-cascade-v1","2026-09-13T13:20:43+00:00"
"446419","@GWRHelp  was first person in carriage on 18.47 from Padd and had full choice of seats, but because you didn't put out reserved signs I got bumped off at last minute and have to stand, what are you going to do, refund my ticket?","refund_request","high","rule: explicit refund","natural","refund_request","0.274","refund_request","rule","y","","","auto-cascade-v1","2026-09-13T13:20:43+00:00"
"161842","@GWRHelp Hello. Any chance of some extra carriages on rush hour services between Bath and Bristol during Christmas Market? Lots of people standing and others unable to board today due to extra visitors/shoppers.","on_board_issue","medium","tfidf moderate match","natural","on_board_issue","0.111","on_board_issue","tfidf-med","y","","","auto-cascade-v1","2026-09-13T13:20:43+00:00"
"1085970","@GWRHelp Got to Paddington at 17:50 and still not in Reading. On a weekend I have to drive to Maidenhead to get train to work instead.","delay_compensation","low","top-2 intents equally close (see sims)","natural","lost_property","0.142","lost_property","tfidf-ambig","y","y","delay_compensation","auto-cascade-v1","2026-09-13T13:20:43+00:00"
"1590217","@GWRHelp been waiting for a train from Oldfield Park to Fulton AW since 8.25 no trains and no information! Can anyone tell us anything??","service_disruption","high","rule: live cancellation/disruption","natural","refund_request","0.112","refund_request","rule","y","","","auto-cascade-v1","2026-09-13T13:20:43+00:00"
"480894","@GWRHelp hey i ordered some tickets on 21st and I opted to have them posted but they haven't arrived. Could someone look in to it for me please?","booking_issue","medium","tfidf moderate match","natural","booking_issue","0.111","booking_issue","tfidf-med","y","","","auto-cascade-v1","2026-09-13T13:20:43+00:00"
"2392894","@GWRHelp on one of your new trains, half of it is first class. *facepalm*","on_board_issue","low","weak TF-IDF match; falls outside defined intents","natural","other","0.091","other","tfidf-low","y","y","on_board_issue","auto-cascade-v1","2026-09-13T13:20:43+00:00"
"2948829","@GWRHelp no power at Chippenham station = no tickets today or tomorrow can you let the train managers know Bristol to padd line","other","medium","tfidf moderate match","natural","booking_issue","0.113","booking_issue","tfidf-med","y","y","other","auto-cascade-v1","2026-09-13T13:20:43+00:00"
"477869","@GWRHelp Recieved horrendous customer service from your staff at Paddington today. You have your customers over a barrel and you know it.","on_board_issue","low","top-2 intents equally close (see sims)","natural","on_board_issue","0.103","on_board_issue","tfidf-ambig","y","y","on_board_issue","auto-cascade-v1","2026-09-13T13:20:43+00:00"
"1209650","@GWRHelp one ticket machine at Burnham station? Come on bruv sort it out","other","low","weak TF-IDF match; falls outside defined intents","natural","other","0.081","other","tfidf-low","y","","","auto-cascade-v1","2026-09-13T13:20:43+00:00"
"1158455","@GWRHelp Looking to book a journey on your website, but am unable to get any route details: https://t.co/Yhvn5iLAdI","booking_issue","high","rule: website/booking","natural","booking_issue","0.38","booking_issue","rule","y","","","auto-cascade-v1","2026-09-13T13:20:43+00:00"
"1817604","@GWRHelp Morning! Have you a page listing any problems caused by #Ophelia? D'you expect disruption on the SW main line, as forecasts say? Tx","service_disruption","low","weak TF-IDF match; falls outside defined intents","natural","other","0.048","other","tfidf-low","y","y","service_disruption","auto-cascade-v1","2026-09-13T13:20:43+00:00"
"1952687","@GWRHelp it is half-term. A carriage is missing on the 2.04 paddington service. How is that possible! So many people standing! Refund?","refund_request","high","rule: explicit refund","targeted:refund_request","refund_request","0.336","refund_request","rule","y","","","auto-cascade-v1","2026-09-13T13:20:43+00:00"
"2847191","@GWRHelp 18:00 IEP delayed out of Paddington due to technical fault? Any idea when or if it is going? The coach I am in still thinks it is going TO Paddington!","delay_compensation","high","rule: seat reservation","targeted:seat_reservation","seat_reservation","0.17","seat_reservation","rule","y","y","delay_compensation","auto-cascade-v1","2026-09-13T13:20:43+00:00"
"2313042","Hello @GWRHelp why was coach d taken off the 1601 Exeter-Paddington? Train is now ridiculously overcrowded.","seat_reservation","high","rule: seat reservation","targeted:seat_reservation","seat_reservation","0.245","seat_reservation","rule","y","","","auto-cascade-v1","2026-09-13T13:20:43+00:00"
"1043949","#GWR must be the worst #rail service in Europe. First train cancelled... next one late, and so full passengers left stranded...@GWRHelp...","service_disruption","high","rule: live cancellation/disruption","natural","service_disruption","0.21","service_disruption","rule","y","","","auto-cascade-v1","2026-09-13T13:20:43+00:00"
"1936233","Thanks to @GWRHelp cancelling CDF-BRI train, no trains back to Newport for over 1 hour. Do @542104 @121203 really think that's ok?","service_disruption","high","rule: live cancellation/disruption","natural","service_disruption","0.106","service_disruption","rule","y","","","auto-cascade-v1","2026-09-13T13:20:43+00:00"
"1313747","@GWRHelp Frustrating and unprecedented inconvenience f customers that pay such significant amounts t your company &amp; receive this service 2/2","other","low","weak TF-IDF match; falls outside defined intents","natural","other","0.071","other","tfidf-low","y","","","auto-cascade-v1","2026-09-13T13:20:43+00:00"
"1786857","@GWRHelp is there some sort of route for official complaints about service? 16.22 from Bristol TM is a joke.","other","low","weak TF-IDF match; falls outside defined intents","natural","other","0.087","other","tfidf-low","y","","","auto-cascade-v1","2026-09-13T13:20:43+00:00"
"759395","@GWRHelp you've cancelled the 21:27 departure from Oxford to Hanborough, as it now ends at Oxford. Any replacement service?","service_disruption","high","rule: live cancellation/disruption","natural","service_disruption","0.128","service_disruption","rule","y","","","auto-cascade-v1","2026-09-13T13:20:43+00:00"
"121436","@GWRHelp the 22.21 Paddington to Bedwyn is showing as delayed boarding 7 mins late. Please can you request that Maidenhead hold the connection to Marlow to allow people like me to get home on this cold evening. Thank you","delay_compensation","high","rule: praise","natural","delay_compensation","0.104","delay_compensation","rule","y","y","delay_compensation","auto-cascade-v1","2026-09-13T13:20:43+00:00"
"174072","Another late/delayed @GWRHelp train. I've had atleast one late/delayed train for the past 3 weeks.","delay_compensation","high","tfidf strong match","natural","delay_compensation","0.227","delay_compensation","tfidf-high","y","","","auto-cascade-v1","2026-09-13T13:20:43+00:00"
"544280","@GWRHelp hi. website says adv tx from pad/rdg to exe/pnz now avail until 17/5/18. so why when trying to book pad-pnz on 4may does it say ""only avail 3 months in advance""?","booking_issue","high","tfidf strong match","targeted:booking_issue","booking_issue","0.295","booking_issue","tfidf-high","y","","","auto-cascade-v1","2026-09-13T13:20:43+00:00"
"1561735","The Cardiff City fans have left the train in a state! But don’t worry guys. I tidied up @GWRHelp https://t.co/NBN189YqY0","praise_or_chatter","medium","tfidf moderate match","targeted:lost_property","lost_property","0.187","lost_property","tfidf-med","y","y","praise_or_chatter","auto-cascade-v1","2026-09-13T13:20:43+00:00"
"2631819","@GWRHelp Trains a mess at Bath Spa this evening. No room even to get on late running Portsmouth Harbour train...Not good enough.","on_board_issue","low","top-2 intents equally close (see sims)","natural","praise_or_chatter","0.105","praise_or_chatter","tfidf-ambig","y","y","on_board_issue","auto-cascade-v1","2026-09-13T13:20:43+00:00"
"1855740","@GWRHelp 
been waiting here since 7.50 for the 8.03 train to get into college.. it’s 8.32 and still no sign? with lots of kids also waiting","delay_compensation","medium","tfidf moderate match","natural","refund_request","0.174","refund_request","tfidf-med","y","y","delay_compensation","auto-cascade-v1","2026-09-13T13:20:43+00:00"
"751442","@GWRHelp hi are doing anything on Saturday to help people get to Guildford for the University open day given the issues at Reading?","timetable_info","medium","tfidf moderate match","natural","timetable_info","0.112","timetable_info","tfidf-med","y","","","auto-cascade-v1","2026-09-13T13:20:43+00:00"
"2449554","@GWRHelp train at P4 PAD. Seats and window signs for BRI. Now BRI P5. All unreserved. Chaos. Well done! Why oh why??","praise_or_chatter","high","rule: praise","natural","seat_reservation","0.186","seat_reservation","rule","y","","","auto-cascade-v1","2026-09-13T13:20:43+00:00"
"882032","@GWRHelp thanks for packing my train to the rafters, I love wallowing in sweaty pit smell, it's the start to my weekend I needed :)","on_board_issue","high","rule: praise","natural","other","0.084","other","rule","y","y","on_board_issue","auto-cascade-v1","2026-09-13T13:20:43+00:00"
"912814","@GWRHelp Big shout out to Kirk the onboard guard who helped us get our tickets on the 2202 North Camp to Gatwick. #superservice #topbloke","praise_or_chatter","low","weak TF-IDF match; falls outside defined intents","natural","other","0.075","other","tfidf-low","y","y","praise_or_chatter","auto-cascade-v1","2026-09-13T13:20:43+00:00"
"2423181","Hi @GWRHelp, are standard class passengers not able to even walk through First Class to get to the right carriage anymore?","other","low","weak TF-IDF match; falls outside defined intents","natural","other","0.045","other","tfidf-low","y","","","auto-cascade-v1","2026-09-13T13:20:43+00:00"
"1631021","@GWRHelp when are advance Xmas tickets on sale? Website says end of Oct... not long left for you to release...!","booking_issue","high","tfidf strong match","targeted:booking_issue","booking_issue","0.273","booking_issue","tfidf-high","y","","","auto-cascade-v1","2026-09-13T13:20:43+00:00"
"1512592","@GWRHelp Hi, please could you confirm if any advance tickets will be available from Paddington to Plymouth on 23 Dec? Thanks","booking_issue","high","rule: praise","natural","other","0.086","other","rule","y","y","booking_issue","auto-cascade-v1","2026-09-13T13:20:43+00:00"
"2233349","@GWRHelp is the 1630 Pad -&gt; Taunton completely reserved? I’m in coach K and nobody is moving down to the other 5 carriages.","seat_reservation","high","rule: seat reservation","natural","seat_reservation","0.303","seat_reservation","rule","y","","","auto-cascade-v1","2026-09-13T13:20:43+00:00"
"1574133","hi @GWRHelp is there another way I can buy some advance tickets today you're website doesn't seem to be working","booking_issue","high","tfidf strong match","targeted:booking_issue","booking_issue","0.301","booking_issue","tfidf-high","y","","","auto-cascade-v1","2026-09-13T13:20:43+00:00"
"97502","I think it's about time train companies take a more human approach when dealing with passengers regarding losing part of their train ticket @123241 @GWRHelp @121428","other","low","top-2 intents equally close (see sims)","natural","timetable_info","0.207","timetable_info","tfidf-ambig","y","y","other","auto-cascade-v1","2026-09-13T13:20:43+00:00"
"2474213","@GWRHelp dissapointed that due to your website crashing I've been charged twice. Unfortunately colleagues have not helped :(","booking_issue","high","rule: website/booking","targeted:booking_issue","booking_issue","0.465","booking_issue","rule","y","","","auto-cascade-v1","2026-09-13T13:20:43+00:00"
"2691337","@GWRHelp due to your stupid strike I have had to massively change my journey making it so much longer! You better give me a refund for this!! 😡😡😡","refund_request","high","rule: explicit refund","natural","refund_request","0.425","refund_request","rule","y","","","auto-cascade-v1","2026-09-13T13:20:43+00:00"
"2018098","@GWRHelp what on earth is going on at westbury station? 😂","service_disruption","low","weak TF-IDF match; falls outside defined intents","natural","other","0.074","other","tfidf-low","y","y","service_disruption","auto-cascade-v1","2026-09-13T13:20:43+00:00"
"1188793","@GWRHelp 0644 TWY-PAD late and getting later. We are hardly moving. No info from driver. Can you enlighten? #gwr","delay_compensation","low","weak TF-IDF match; falls outside defined intents","natural","other","0.089","other","tfidf-low","y","y","delay_compensation","auto-cascade-v1","2026-09-13T13:20:43+00:00"
"1517494","@GWRHelp since I got no answer last time, are reservations available for Sat 23 Dec?","booking_issue","low","weak TF-IDF match; falls outside defined intents","natural","other","0.094","other","tfidf-low","y","y","booking_issue","auto-cascade-v1","2026-09-13T13:20:43+00:00"
"580700","Love the new @GWRHelp livery. Haven't been on one yet, does the interior look as distinguished as the exterior?","praise_or_chatter","high","rule: praise","natural","other","0.063","other","rule","y","","","auto-cascade-v1","2026-09-13T13:20:43+00:00"
"59200","#really https://t.co/ICrWwBRkY6","other","low","weak TF-IDF match; falls outside defined intents","natural","other","0.048","other","tfidf-low","y","","","auto-cascade-v1","2026-09-13T13:20:43+00:00"
"2534231","@GWRHelp @ just 2 coaches rescued from a museum for Portsmouth to Brighton. Rubbish.","on_board_issue","low","weak TF-IDF match; falls outside defined intents","natural","other","0.068","other","tfidf-low","y","y","on_board_issue","auto-cascade-v1","2026-09-13T13:20:43+00:00"
"1442813","How have I been waiting 11 weeks for my ticket refund for a delayed journey?! @GWRHelp","refund_request","high","rule: explicit refund","targeted:refund_request","refund_request","0.408","refund_request","rule","y","","","auto-cascade-v1","2026-09-13T13:20:43+00:00"
"2250056","Ignorance about ‘hidden disabilities’ on display by #Reading station staff this eve; rudeness unacceptable. @261873 @GWRHelp","on_board_issue","low","top-2 intents equally close (see sims)","natural","praise_or_chatter","0.105","praise_or_chatter","tfidf-ambig","y","y","on_board_issue","auto-cascade-v1","2026-09-13T13:20:43+00:00"
"973259","@GWRHelp 21 days for a response to a complaint. Such poor service, seems that customer service is very low priority.","other","low","weak TF-IDF match; falls outside defined intents","natural","other","0.066","other","tfidf-low","y","","","auto-cascade-v1","2026-09-13T13:20:43+00:00"
"2601797","@GWRHelp So 1A04. New IEP running the service. But.... Always late. I.e. today very late. What's happening? Thought it was meant to be faster. Also. Please stop calling at unplanned stations to show off the train. I know it's pretty but I have work to go to :) K thnx bye","delay_compensation","low","top-2 intents equally close (see sims)","natural","timetable_info","0.111","timetable_info","tfidf-ambig","y","y","delay_compensation","auto-cascade-v1","2026-09-13T13:20:43+00:00"
"2221735","@GWRHelp hi, any idea when adv tickets will come available for Sunday 10/12 PAD -EXD ? Ta","booking_issue","medium","tfidf moderate match","natural","timetable_info","0.117","timetable_info","tfidf-med","y","y","booking_issue","auto-cascade-v1","2026-09-13T13:20:43+00:00"
"1966299","@GWRHelp Do you deliberately reduce the carriages on the Cardiff to BTM route in the morning?? Absolutely appalling service once again","on_board_issue","low","weak TF-IDF match; falls outside defined intents","natural","other","0.085","other","tfidf-low","y","y","on_board_issue","auto-cascade-v1","2026-09-13T13:20:43+00:00"
"1854871","Train from Newbury to Maidenhead absolutely rammed as usual. 3 carriages not enough ! ! @GWRHelp","on_board_issue","medium","tfidf moderate match","natural","on_board_issue","0.104","on_board_issue","tfidf-med","y","","","auto-cascade-v1","2026-09-13T13:20:43+00:00"
"2897321","@GWRHelp 16.29 from Swansea to Paddington. There's a horrible noise in coach D, like the brakes are sticking, is the carriage ok?","on_board_issue","high","rule: seat reservation","targeted:seat_reservation","seat_reservation","0.247","seat_reservation","rule","y","y","on_board_issue","auto-cascade-v1","2026-09-13T13:20:43+00:00"
"145571","@GWRHelp there was a train from Paddington to Cardiff last night (after 9pm) that was cancelled, I believe, but can't go back far enough on your tools to pinpoint it. Any help? Thanks.","service_disruption","high","rule: live cancellation/disruption","natural","service_disruption","0.185","service_disruption","rule","y","","","auto-cascade-v1","2026-09-13T13:20:43+00:00"
"119084","@GWRHelp why so many cancellations and delays this week?","service_disruption","low","weak TF-IDF match; falls outside defined intents","natural","other","0.074","other","tfidf-low","y","y","service_disruption","auto-cascade-v1","2026-09-13T13:20:43+00:00"
"2629631","@GWRHelp is there actually going to be a coach D on the 6:05 from Paddington this time?","seat_reservation","high","rule: seat reservation","targeted:seat_reservation","seat_reservation","0.236","seat_reservation","rule","y","","","auto-cascade-v1","2026-09-13T13:20:43+00:00"
"2828411","This delayed trains business is not very fun #ColdConcreteOffice @GWRHelp https://t.co/rROhTjHvIK","service_disruption","medium","tfidf moderate match","natural","service_disruption","0.154","service_disruption","tfidf-med","y","","","auto-cascade-v1","2026-09-13T13:20:43+00:00"
"1127455","@GWRHelp I'm on 1500 Swindon to Oxford, arriving 1540. Have you arranged with @140497 so we can change on to 1541 to Marylebone?","timetable_info","low","weak TF-IDF match; falls outside defined intents","natural","other","0.061","other","tfidf-low","y","y","timetable_info","auto-cascade-v1","2026-09-13T13:20:43+00:00"
"1461283","@GWRHelp I hope you guys can help me I just got off the train to Penzance at reading station and I stupidly left my bag in the luggage eat. It say Hampton court flower show 2017, has my shoes and cardigan in it. If you can retrieve this please let me know how I can get it back?","lost_property","high","rule: lost item","targeted:lost_property","lost_property","0.222","lost_property","rule","y","","","auto-cascade-v1","2026-09-13T13:20:43+00:00"
"1346119","@GWRHelp hi, do you have a sleeper train from Pad to PZ next Thurs please???","ambiguous","low","top-2 intents equally close (see sims)","natural","timetable_info","0.1","timetable_info","tfidf-ambig","y","","","auto-cascade-v1","2026-09-13T13:20:43+00:00"
"2847184","The joy of Monday. Cancelled trains, probably another missed connection (MAI to  BNE) as the train I'm on seems to be in the slow lane. @GWRHelp am now adding up the cost of taxis &amp; return fares that never return.","delay_compensation","high","rule: live cancellation/disruption","natural","delay_compensation","0.14","delay_compensation","rule","y","y","delay_compensation","auto-cascade-v1","2026-09-13T13:20:43+00:00"
"724676","@GWRHelp I'm on a train heading from London and almost at Maidenhead and there is a bag on the seat unattended.  I'm in the front of the second carriage","other","low","top-2 intents equally close (see sims)","natural","lost_property","0.136","lost_property","tfidf-ambig","y","y","other","auto-cascade-v1","2026-09-13T13:20:43+00:00"
"1806831","@GWRHelp is the 9.42 Oxford Marlybone train being held to wait for the late Bristol train please.","timetable_info","low","top-2 intents equally close (see sims)","natural","delay_compensation","0.139","delay_compensation","tfidf-ambig","y","y","timetable_info","auto-cascade-v1","2026-09-13T13:20:43+00:00"
"41114","@GWRHelp turn the air con off!!! It’s November. Yes you’ve squished two services together but it’s icy!! 1513 BTH to PAD coach B #brrrrr","seat_reservation","high","rule: seat reservation","targeted:seat_reservation","seat_reservation","0.255","seat_reservation","rule","y","","","auto-cascade-v1","2026-09-13T13:20:43+00:00"
"2382306","We interrupt this commute by stopping outside a train station for 10 minutes. Which in turn makes me late for a connecting train. Yesterday was late @GWRHelp as a season ticket holder You need to be better","delay_compensation","high","tfidf strong match","natural","delay_compensation","0.234","delay_compensation","tfidf-high","y","","","auto-cascade-v1","2026-09-13T13:20:43+00:00"
"1253988","@GWRHelp what happened to the 1937 bath spa to fareham? Feeling cold and miserable ☹","service_disruption","medium","tfidf moderate match","natural","praise_or_chatter","0.132","praise_or_chatter","tfidf-med","y","y","service_disruption","auto-cascade-v1","2026-09-13T13:20:43+00:00"
"2386768","@GWRHelp Do you have a phone number or email address for your marketing department we can use?","other","low","weak TF-IDF match; falls outside defined intents","natural","other","0.053","other","tfidf-low","y","","","auto-cascade-v1","2026-09-13T13:20:43+00:00"
"1034004","@GWRHelp ok - why is my train cancelled? 0626 Chippenham to Padd","service_disruption","high","rule: live cancellation/disruption","natural","service_disruption","0.364","service_disruption","rule","y","","","auto-cascade-v1","2026-09-13T13:20:43+00:00"
