brand,root_id,first_inbound_tweet_id,customer_text,n_tweets,sampling_bucket,audit_pool_rank
Tesco,160472,160472,"18 bottles of prosecco

12 bottles of white

3 bottles of red

2 bottles of Baileys

.....and a partridge in a pear tree!!

Thank you @Tesco home delivery!

Just testing it ... just in case 😜 https://t.co/5zpVDE9Yfb",3,three_to_four_tweet,27
Tesco,1735943,1735943,@Tesco. Yes again another grocery delivery from the Worcester store that is missing items. Every single time this happens.,3,three_to_four_tweet,28
Tesco,2471180,2471180,@Tesco what's the point of a shopping delivery slot if you repeatedly fail to deliver during it? Thinking of moving to another store. Hungry of Clapton!,4,three_to_four_tweet,29
Tesco,2963385,2963385,Would like to personally like to congratulate @Tesco for creating luxury wrapping paper that refuses to accept the properties of cellotape 👌,3,three_to_four_tweet,30
Tesco,1426237,1426237,@Tesco Is there a problem with your grocery ecommerce site? I'm getting lots of error messages and currently can't complete my purchase,4,three_to_four_tweet,31
Tesco,2171415,2171415,Pray tell @Tesco why are you only selling the small jars of Coleman's sauces but the price is still the same? #Colemans https://t.co/wK5NinFuES,4,three_to_four_tweet,32
Tesco,124866,124866,@Tesco will cod ww2 for PS4 be the same price for Black Friday on tesco direct and tesco Stroud green Instore?,4,three_to_four_tweet,33
Tesco,1900329,1900329,Salmon is my new favourite food,3,three_to_four_tweet,34
Tesco,1855598,1855598,"@Tesco hi, what time does your lewes shop close on nov 4th for bonfire celebrations? #thankyou",2,two_tweet,1
Tesco,1496811,1496811,"Went to buy a chicken from the deli counter as the lady was reducing them. ""The lady over there is having them all"" was my reply. @Tesco",2,two_tweet,2
Tesco,2936288,2936288,@Tesco are you planning on Halal lunch options? I wish my team had the same options for lunch as others at the Shoreditch branch.,2,two_tweet,3
Tesco,1153592,1153592,Why have i never tried goats cheese until today? Heaven 😍 #yetanotherfoodtweet,2,two_tweet,4
Tesco,1817239,1817239,@Tesco Your new Tesco Groceries website is awful.  It takes so much longer. I gave up in the end.,2,two_tweet,5
Tesco,2530756,2530756,Halloween competition by Alba age 5 @Tesco #EveryLittleHelps #mirrorwriting #lefthanded https://t.co/9vj1In7ZrL,2,two_tweet,6
Tesco,2946155,2946155,I would like to thank @Tesco for making a garlic and herb salad cream that tastes exactly like the dominos dip 🙌,2,two_tweet,7
Tesco,812963,812963,"Turkey sandwiches, turkey soup and turkey curry. Just 1 month and 1 day to go. #nomnom #leftovers",2,two_tweet,8
Tesco,543231,543231,"@Tesco Hi, I got an email a few days ago which I’m just looking at now. It says I have Clubcard vouchers which expired on 30/11. Is there any way I could get these reissued?",2,two_tweet,9
Tesco,1280747,1280747,"@Tesco ordered something on direct, no discount was applied. AGAIN.",2,two_tweet,10
Tesco,1220097,1220097,Managed to dig my old Halloween costume out as I'm too poor to get a new one. My ghost pirate costume is ready for the party Saturday! 👻☠,2,two_tweet,11
Tesco,1171529,1171529,"Need to get off Twitter until I get my work done, because, #GBBO spoilers!",2,two_tweet,12
Tesco,1996249,1996249,"Not brilliant, @Tesco, especially as I specifically booked that hour due to tight timescale and after 4pm was a cheaper delivery slot... https://t.co/FEx96Dp0Jn",2,two_tweet,13
Tesco,1390365,1390365,Nice one @Tesco just had me drive 20mile trip for something that was meant to be waiting for me at cust serv ...turns out they sold out😡😡,2,two_tweet,14
Tesco,1928858,1928858,"@Tesco Your ""ripe to eat"" avocados weren't quite ripe enough to stop my girlfriend digging them out of the blender ;) #A&amp;EBaby #WhatanIdiot https://t.co/1RYMgyB5OJ",2,two_tweet,15
Tesco,543211,543211,"Service that can only be described as atrocious @Tesco Amesbury cafe this morning.  Tables dirty, slow service and rude staff.  Not even busy!",2,two_tweet,16
Tesco,1812881,1812881,"From Monday, round £1 coins wont be legal tender anymore?!?

Oi @sainsburys @Tesco u lot upgraded your trolleys or na?!?",2,two_tweet,17
VerizonSupport,1744014,1744014,@VerizonSupport great going. Your web site won't support my phone browser anymore. Congratulations for messing it up.,5,deep_multi_turn,35
VerizonSupport,2521088,2521088,@VerizonSupport love waiting for a call back from support for 12 minutes to immediately be hung up on,10,deep_multi_turn,36
VerizonSupport,719595,719595,"@VerizonSupport trying to watch Vegas Knights on NBCSN, but prompted with, ""To watch videos you will need to subscribe to FiOS TV."" Help!",14,deep_multi_turn,37
VerizonSupport,2588016,2588016,"@VerizonSupport I'm getting a recorded message from 866-338-7390, is this one your numbers?",8,deep_multi_turn,38
VerizonSupport,409944,409944,Did @115725 change something? Finally get LTE at home and work.,5,deep_multi_turn,39
VerizonSupport,247858,247858,@VerizonSupport where is my redemption code? i claimed the reward for apple music and you said use code to redeem. what code? where? #farce,5,deep_multi_turn,40
VerizonSupport,1204573,1204573,Cmon @115722 the service on BTN online is dreadful,6,deep_multi_turn,41
VerizonSupport,436040,436040,@115725 Have this great rep helping me for a while &amp; now want to upgrade &amp; can't get it through him Bc online discount only- disappointed!!,5,deep_multi_turn,42
VerizonSupport,2423627,2423627,@115722 thank you for scheduling my installation to then find out your employee didn’t schedule the appointment. Already starting of bad.,6,deep_multi_turn,43
VerizonSupport,2231582,2231582,"@115722 y'all are trash for sending me a text every month wanting me to pay my bill but can't text me when the ""free promotion"" ends",6,deep_multi_turn,44
VerizonSupport,367293,367293,@115722 no online chat option for TV/STB support? Wow.  It's 2017.,12,deep_multi_turn,45
VerizonSupport,946126,946126,.@115722 over the past 3 days I've been on hold With you for a 1 hr and 30 mins. I'm hoping today is the day you guys actually pickup!,16,deep_multi_turn,46
VerizonSupport,2457533,2457533,So @115725 needs to hand out some Local numbers to Emergency Officials to report emergencies. Calling 1-800-Verizon is NOT Acceptable. We need LOCAL Contacts WITHOUT Prompts! I had to use Chat feature to someone in India to even get a ticket made for this hazardous issue. https://t.co/RrVfx8QknY,5,deep_multi_turn,47
VerizonSupport,1966140,1966140,"@115722 , I need a TELEPHONE NUMBER for technical support for reference number 75__credit_card__.  Online support is not working.",36,deep_multi_turn,48
VerizonSupport,2641542,2641542,@115722 hi does recording a show count towards views?,5,deep_multi_turn,49
VerizonSupport,2731886,2731886,@VerizonSupport what is going on with phone lines in 605 area code Sioux Falls only!  We cannot call Land lines.,5,deep_multi_turn,50
VerizonSupport,714981,714981,"Does @168151 #CenterIce have a clue? They're giving us #STLvsNYR, which should be blacked out &amp; are blacking out #CARvsCBJ. @115722",3,three_to_four_tweet,18
VerizonSupport,2647508,2647508,"@VerizonSupport SECONDVWEEK IN A ROW.   Pd for NFL red zone. Can’t get the channel.  Last week 5 calls to customer svce- wait for rep almost one hour -never got through this  Today, got through one hour 20 min with rep. Not re solved Promised callback 1 hr- never was called back",4,three_to_four_tweet,19
VerizonSupport,310945,310945,Seriously @115722 why can't I watch #Atlanta on demand?!?! Anybody else know where I can binge watch it?!,4,three_to_four_tweet,20
VerizonSupport,2451122,2451122,@VerizonSupport none of my widgets are playing sound but fios cable is playing sound. Help please,4,three_to_four_tweet,21
VerizonSupport,104553,104553,"@115725 I'd love for someone in a managerial position to contact me about my parent's interaction with your incompetent employees in Ruston, LA.",4,three_to_four_tweet,22
VerizonSupport,979289,979289,@115722 When is the G1100 router going to get a #firmware updated to protect against the #KrackAttack ?,3,three_to_four_tweet,23
VerizonSupport,1626905,1626905,@115725 so its almost 2018 now and somehow you fucks still haven't figured out how to get service down in Olean NY. Get it together #scrubs,3,three_to_four_tweet,24
VerizonSupport,1703487,1703487,@115990 been on the phone all day with Verizon.. Incompetent.. Need help,3,three_to_four_tweet,25
VerizonSupport,626979,626979,@115722 why did my bill go up $30,4,three_to_four_tweet,26
VerizonSupport,1153460,1153460,I don’t understand why @115725 makes such a big deal about the PIN number to access your account. I just need my bill. Are there people trying to pay other people’s bill or something geez!,4,three_to_four_tweet,27
VerizonSupport,2326947,2326947,@VerizonSupport is there a way to cancel this? I don't even use it https://t.co/SWFqKgEu8V,4,three_to_four_tweet,28
VerizonSupport,715786,715786,"@VerizonSupport Awful customer support... I have a real issue that other people have experienced, and I'm just being ignored",4,three_to_four_tweet,29
VerizonSupport,1565611,1565611,"Hey @115725, I’ve called you 5 times and your last customer support rep said I would have internet yesterday. I still don’t have internet.",3,three_to_four_tweet,30
VerizonSupport,1624073,1624073,@115722 nfl red zone hd channel 835 down?,4,three_to_four_tweet,31
VerizonSupport,1982163,1982163,Sitting with my elderly mother-in-law waiting for @VerizonSupport human to pick up the call. phone and Internet out. 4th attempt to contact.,3,three_to_four_tweet,32
VerizonSupport,772142,772142,@VerizonSupport can i please get some help with my account?,3,three_to_four_tweet,33
VerizonSupport,1697975,1697975,@115722 doesn't care about customers.Given wrong info by 2 CS reps to recover service &amp; need to spend more $$ for help #switchingtocox,4,three_to_four_tweet,34
VerizonSupport,2460477,2460477,@115725 I just moved 4 miles away and had issues with technician and disruptive service. I was promised the same pricing but the bill is more than what I was quoted. I’m very disappointed.,2,two_tweet,1
VerizonSupport,2476955,2476955,@115955 I went from great sevice with FIOS to bad with Comcast and now even worse with Spectrum.,2,two_tweet,2
VerizonSupport,2796220,2796220,@115725  @VerizonSupport  @115722  it would be great if you actually told customers error code 8803 is a system glitch. Was told you contacted me I have no such communication.,2,two_tweet,3
VerizonSupport,512719,512719,Spent a thousand on my self and I still ain't pay my phone bill @VerizonSupport I need an extension,2,two_tweet,4
VerizonSupport,1216816,1216816,@VerizonSupport @117735 I have just one question. Do y’all charge a  cancellation of lease fee of someone upgrades their phone?,2,two_tweet,5
VerizonSupport,270503,270503,@180138 having an issue signing into Verizon as tv provider to watch Yankee game 😞,2,two_tweet,6
VerizonSupport,647989,647989,.@VerizonSupport FYI me asking endless questions about my service issue via tweets is great way to make an unhappy customer REALLY angry.,2,two_tweet,7
VerizonSupport,724186,724186,You're terrible!!!! You have taken advantage of us for YEARS and we are WALKING AWAY. eat our dust. @115725 @VerizonSupport 😘 https://t.co/n15cSKWUIG,2,two_tweet,8
VerizonSupport,2053910,2053910,@VerizonSupport Norton sent me an alert regarding KRACK which has capabilities of compromising my WIFI.. are you aware?,2,two_tweet,9
VerizonSupport,2984084,2984084,Thanks for the not so great Customer Service @115725 @VerizonSupport.,2,two_tweet,10
VerizonSupport,80091,80091,"@115722 Hi! If I sign up for FiOS, will you cancel all my other services? If not, no problem. Thanks.",2,two_tweet,11
VerizonSupport,2818340,2818340,@115725 i actually wrote a letter to you about all the problems i have with your slow internet. it’ll probably get there before the email i sent. #neveragain #comcastordie,2,two_tweet,12
VerizonSupport,944073,944073,Trying to watch an on demand movie and this is what it looks like. Any idea how to fix? @115722 https://t.co/81CwWXBpoj,2,two_tweet,13
VerizonSupport,2971374,2971374,"@VerizonSupport Is there a trick to make the HD version of an episode play on On Demand instead of SD? The episode says ""HD | CC"" but it only plays the SD version. I've rebooted my STB, but it's still in SD. Thanks.",2,two_tweet,14
VerizonSupport,2970434,2970434,@117310 &amp; @115722 Get it worked out. I NEED @176152 I'm sure I won't be seeing any change in my bill with less channels.,2,two_tweet,15
VerizonSupport,374697,374697,@115722 worst customer service ever!!!! Recording says wait time 10-13 minutes wait 35 min later still waiting 😡😡,2,two_tweet,16
VerizonSupport,2967972,2967972,@136221 @VerizonSupport my google pixel has been dropping incoming and outgoing SMS messages. are you trying to con me into buying a pixel 2?,2,two_tweet,17
